XP/Win7 usage for:  Sun Aug 17 00:00:00 2014
Lab,#Seats,Simul. Users,Tot#Sess,Tot#Users,Hours/Seat,Sess/Seat,Avg Minutes/Sess,Tot#Hours/Lab
ALL-MAC,132,33,532,316,3.6,4,54,475.2
acs-bml,5,4,26,19,7.5,5,89,37.5
acs-cntr315,24,20,75,38,6.7,3,134,160.8
acs-gh18a,1,1,1,1,3.6,1,218,3.6
acs-gh18b,1,1,2,1,0.3,2,10,0.3
acs-glbw,18,9,98,60,7.5,5,89,135
acs-hss6033,1,1,6,6,1.1,6,11,1.1
acs-manb114,8,4,22,6,1.0,2,29,8
acs-manb206,2,1,8,2,1.9,4,29,3.8
acs-may2110,1,1,2,1,1.1,2,32,1.1
acs-may2130,3,3,4,4,0.4,1,26,1.2
acs-may2306,7,7,38,27,4.8,5,57,33.6
acs-may2326,7,6,20,17,1.8,2,55,12.6
acs-mgh2116,1,1,1,1,0.1,1,5,0.1
acs-osb10,1,1,2,2,0.1,2,1,0.1
acs-pch240,8,7,16,8,2.8,2,83,22.4
acs-pch264,16,3,46,29,4.4,2,132,70.4
acs-raza,6,5,22,17,1.3,3,25,7.8
acs-rh228,4,2,7,5,0.3,1,21,1.2
acs-rimac,3,3,31,25,4.2,10,25,12.6
acs-sungod,9,5,69,48,3.0,7,25,27
acs-va228,3,2,13,2,3.1,4,46,9.3
acs-vilb3w,1,1,3,2,0.0,3,0,0
acs-vilb6e,2,2,20,16,6.7,10,40,13.4
