XP/Win7 usage for:  Sun Jun  8 00:00:00 2014
Lab,#Seats,Simul. Users,Tot#Sess,Tot#Users,Hours/Seat,Sess/Seat,Avg Minutes/Sess,Tot#Hours/Lab
ALL-MAC,241,75,2133,1271,7.6,8,57,1831.6
acs-bml,5,5,70,37,23.6,14,101,118
acs-cntr315,25,9,132,71,5.6,5,67,140
acs-cpmc201,1,1,2,1,20.0,2,600,20
acs-cpmc204,6,4,20,8,3.8,3,75,22.8
acs-cpmc207,1,1,2,1,1.1,2,31,1.1
acs-gh18b,11,4,33,22,1.6,3,31,17.6
acs-glbw,18,18,377,221,32.5,20,97,585
acs-hss6033,1,1,9,8,1.6,9,10,1.6
acs-manb114,9,4,33,25,3.1,3,62,27.9
acs-manb206,21,6,67,31,4.0,3,80,84
acs-may2110,2,1,2,1,0.1,1,6,0.2
acs-may2306,2,1,2,1,0.1,1,4,0.2
acs-may2326,1,1,1,1,0.3,1,21,0.3
acs-may4623,13,9,32,11,5.3,2,159,68.9
acs-mgh2116,1,1,3,2,0.5,3,9,0.5
acs-osb10,1,1,3,3,0.3,3,6,0.3
acs-pch240,2,2,3,3,0.1,1,5,0.2
acs-pch264,24,14,294,165,13.2,12,65,316.8
acs-pch440,42,42,92,28,5.5,2,163,231
acs-raza,8,6,31,25,1.2,3,24,9.6
acs-rcl,1,1,179,138,16.6,179,5,16.6
acs-rh228,5,4,14,10,1.3,2,39,6.5
acs-rimac,3,3,96,83,10.8,32,20,32.4
acs-sungod,9,9,275,228,9.7,30,19,87.3
acs-va228,16,6,85,36,4.1,5,49,65.6
acs-vilb3w,2,2,124,94,12.6,62,12,25.2
acs-vilb6e,2,2,137,109,7.9,68,6,15.8
acs-york1310,3,1,7,2,5.1,2,154,15.3
acs-york3070,6,2,8,5,2.2,1,131,13.2
