XP/Win7 usage for:  Sun Oct 19 00:00:00 2014
Lab,#Seats,Simul. Users,Tot#Sess,Tot#Users,Hours/Seat,Sess/Seat,Avg Minutes/Sess,Tot#Hours/Lab
ALL-MAC,281,106,3337,2078,7.2,11,39,2023.2
acs-blb,5,4,46,29,14.8,9,98,74
acs-cntr315,25,22,182,137,4.7,7,40,117.5
acs-cpmc201,1,1,2,2,0.1,2,2,0.1
acs-cpmc204,4,4,7,4,9.3,1,560,37.2
acs-cpmc207,1,1,1,1,10.0,1,600,10
acs-gh145,1,1,1,1,2.1,1,127,2.1
acs-gh18a,2,1,6,1,1.2,3,25,2.4
acs-gh18b,11,4,47,26,1.9,4,27,20.9
acs-gl1w,17,16,478,325,26.6,28,57,452.2
acs-hh1155,1,1,1,1,0.1,1,8,0.1
acs-hss6033,1,1,17,9,2.9,17,10,2.9
acs-manb114,12,12,92,76,3.4,7,29,40.8
acs-manb206,38,31,322,190,6.6,8,49,250.8
acs-may2110,3,1,3,3,0.1,1,4,0.3
acs-may2306,7,7,97,95,15.4,13,71,107.8
acs-may2326,8,7,83,80,9.6,10,57,76.8
acs-may4623,25,24,165,57,14.7,6,146,367.5
acs-mgh2116,1,1,1,1,0.0,1,1,0
acs-pch240,18,16,137,133,5.3,7,45,95.4
acs-pch264,24,13,316,170,8.3,13,38,199.2
acs-pch440,1,1,1,1,0.4,1,23,0.4
acs-raza,8,4,83,60,5.1,10,30,40.8
acs-rcl,1,1,163,133,16.3,163,5,16.3
acs-rh228,3,2,8,6,0.4,2,11,1.2
acs-rimac,3,3,117,98,14.3,39,22,42.9
acs-sungod,9,9,511,376,22.3,56,23,200.7
acs-va228,18,15,85,43,3.6,4,54,64.8
acs-vilb3w,2,2,309,223,15.0,154,5,30
acs-york1310,24,22,49,27,2.9,2,87,69.6
acs-york3070,7,7,7,7,0.4,1,25,2.8
