XP/Win7 usage for:  Sun Nov 16 00:00:00 2014
Lab,#Seats,Simul. Users,Tot#Sess,Tot#Users,Hours/Seat,Sess/Seat,Avg Minutes/Sess,Tot#Hours/Lab
ALL-MAC,336,125,3259,2093,6.8,9,45,2284.8
acs-blb,5,5,63,40,21.3,12,106,106.5
acs-cntr315,25,22,193,137,5.0,7,42,125
acs-cpmc204,7,4,24,13,1.5,3,30,10.5
acs-cpmc205,1,1,1,1,10.0,1,600,10
acs-gh18a,1,1,2,1,1.7,2,50,1.7
acs-gh18b,11,4,56,26,1.7,5,20,18.7
acs-gl1w,18,18,437,304,26.7,24,66,480.6
acs-hss6033,1,1,12,9,1.6,12,7,1.6
acs-manb114,12,7,79,46,2.8,6,27,33.6
acs-manb206,38,24,212,173,5.5,5,66,209
acs-may2110,7,6,23,23,7.2,3,143,50.4
acs-may2130,8,6,14,14,0.4,1,21,3.2
acs-may2306,4,2,7,7,1.6,1,95,6.4
acs-may2326,4,1,4,4,1.3,1,76,5.2
acs-may4623,24,21,124,48,8.7,5,104,208.8
acs-mgh2116,1,1,1,1,0.1,1,7,0.1
acs-pch240,18,17,321,305,9.9,17,35,178.2
acs-pch264,24,13,292,160,10.0,12,50,240
acs-pch440,5,4,7,3,1.1,1,64,5.5
acs-raza,8,6,90,56,4.0,11,21,32
acs-rcl,1,1,154,110,17.2,154,6,17.2
acs-rh228,3,2,9,4,2.3,3,45,6.9
acs-rimac,3,3,92,78,12.0,30,24,36
acs-sungod,9,9,440,324,21.5,48,26,193.5
acs-va228,20,18,53,38,1.5,2,44,30
acs-vilb3w,2,2,191,147,10.8,95,6,21.6
acs-vilb4e,2,2,19,13,7.8,9,51,15.6
acs-york1310,22,19,70,41,3.5,3,70,77
acs-york3060,24,17,69,58,3.4,2,103,81.6
acs-york3070,28,28,200,127,9.9,7,84,277.2
