XP/Win7 usage for:  Sun Oct 12 00:00:00 2014
Lab,#Seats,Simul. Users,Tot#Sess,Tot#Users,Hours/Seat,Sess/Seat,Avg Minutes/Sess,Tot#Hours/Lab
ALL-VLAB,110,89,4603,1560,29.0,41,42,3190
ALL-XP,1035,481,25259,8334,13.1,24,32,13558.5
acms-ga,110,89,4603,1560,29.0,41,42,3190
acs-apm3402,29,29,106,54,3.1,3,61,89.9
acs-apm3432,43,19,452,248,3.2,10,19,137.6
acs-b349,28,25,590,313,14.3,21,40,400.4
acs-bh1449,1,1,1,1,0.1,1,4,0.1
acs-ccc,3,3,106,53,2.4,35,4,7.2
acs-courtrm,7,7,57,2,0.3,8,1,2.1
acs-csb115,30,29,212,125,4.0,7,34,120
acs-cseb220,20,4,81,59,3.3,4,49,66
acs-cseb250,1,1,23,20,3.9,23,10,3.9
acs-ebu2-127,2,2,7,7,3.1,3,61,6.2
acs-ebu2-203,32,30,514,291,12.2,16,45,390.4
acs-ebu2-205,25,21,234,166,9.6,9,63,240
acs-ebu2-239,32,23,460,201,8.4,14,36,268.8
acs-ebu2-315,6,6,194,89,5.7,32,10,34.2
acs-ebu2-330,16,16,107,86,8.1,6,81,129.6
acs-ebu2-333,2,2,5,5,2.0,2,60,4
acs-ebu2-335,12,12,68,67,7.6,5,90,91.2
acs-ebu2-b035,1,1,1,1,10.0,1,600,10
acs-ebu3a108,6,5,15,8,3.3,2,98,19.8
acs-ebu3a161,27,25,276,130,8.2,10,49,221.4
acs-econ100,20,14,240,135,6.2,12,30,124
acs-econ304,19,14,183,47,4.9,9,32,93.1
acs-erc117,30,28,562,381,9.8,18,32,294
acs-gl1al,23,23,739,425,21.1,32,39,485.3
acs-gl1t,40,36,1237,678,16.9,30,33,676
acs-gl2w,54,50,2924,1473,25.6,54,28,1382.4
acs-glbw,48,45,2194,866,21.7,45,28,1041.6
acs-hh1155,1,1,2,2,0.5,2,14,0.5
acs-hss6033,2,2,35,17,2.6,17,9,5.2
acs-irps,10,10,365,131,10.7,36,17,107
acs-may2544,15,14,171,151,19.5,11,106,292.5
acs-may2722,5,4,47,28,1.3,9,8,6.5
acs-may3543,1,1,8,3,0.5,8,3,0.5
acs-may3544,7,7,21,11,8.8,3,176,61.6
acs-may3574,7,6,14,9,5.6,2,167,39.2
acs-moms,3,3,223,153,4.8,74,3,14.4
acs-nsb1111,1,1,3,2,0.4,3,7,0.4
acs-nsb1313a,4,4,6,1,1.5,1,91,6
acs-nsb2303,36,11,153,63,3.6,4,53,129.6
acs-nsb2311,3,3,8,7,2.6,2,77,7.8
acs-nsb2319,4,3,10,8,0.8,2,22,3.2
acs-osb10,1,1,5,5,1.1,5,13,1.1
acs-pch104,8,5,198,68,1.5,24,3,12
acs-rcl,1,1,147,119,10.9,147,4,10.9
acs-rh228,1,1,6,2,4.0,6,40,4
acs-rimac,3,3,155,120,19.0,51,22,57
acs-seq142,26,19,218,143,5.0,8,37,130
acs-sme143,46,44,1402,340,30.4,30,60,1398.4
acs-sungod,9,9,683,444,20.2,75,16,181.8
acs-treetop,13,13,581,340,21.4,44,29,278.2
acs-triton,28,28,2770,1626,28.2,98,17,789.6
acs-usrsrvs,1,1,8,7,1.8,8,13,1.8
acs-va228,5,5,10,10,1.7,2,49,8.5
acs-va231,2,1,3,3,0.1,1,3,0.2
acs-vilb3w,2,2,321,218,14.8,160,5,29.6
acs-wlh2211,16,16,295,196,22.5,18,74,360
acs-wlh2212,20,18,291,108,15.3,14,65,306
acs-wlh2213a,15,15,379,169,24.7,25,59,370.5
acs-wlh2214,5,5,85,55,12.7,17,44,63.5
acs-wlh2215,15,14,167,130,15.3,11,83,229.5
acs-wlh2216,3,1,5,2,0.7,1,44,2.1
acs-wlh2217a,10,10,68,36,7.3,6,73,73
acs-wlh2217c,5,5,53,32,5.1,10,30,25.5
acs-yh1146,2,2,4,2,10.1,2,301,20.2
acs-yh1322,1,1,2,1,0.2,2,7,0.2
acs-yh1344,3,3,5,3,3.2,1,192,9.6
acs-yh2310,1,1,2,1,5.3,2,160,5.3
acs-yh2332,1,1,2,1,4.9,2,146,4.9
acs-yh2410,7,7,51,35,15.9,7,135,111.3
acs-yh2432,7,7,53,27,21.8,7,186,152.6
acs-yh3020,3,2,4,4,1.2,1,72,3.6
acs-yh3136,1,1,17,9,1.5,17,5,1.5
acs-yh4124,8,7,12,11,1.5,1,91,12
