XP/Win7 usage for:  Sun Sep 28 00:00:00 2014
Lab,#Seats,Simul. Users,Tot#Sess,Tot#Users,Hours/Seat,Sess/Seat,Avg Minutes/Sess,Tot#Hours/Lab
ALL-VLAB,73,48,939,404,6.3,12,31,459.9
ALL-XP,424,110,2593,1330,2.5,6,25,1060
acms-ga,73,48,939,404,6.3,12,31,459.9
acs-bh1449,1,1,2,1,0.1,2,2,0.1
acs-blb,1,1,4,1,0.1,4,1,0.1
acs-bml,9,4,14,12,1.1,1,68,9.9
acs-bmlgl,3,2,7,7,0.1,2,4,0.3
acs-ccc,2,2,39,21,0.8,19,2,1.6
acs-courtrm,7,1,9,1,0.0,1,0,0
acs-csb115,25,18,46,35,1.2,1,70,30
acs-cseb220,28,18,92,54,0.4,3,7,11.2
acs-cseb260,1,1,5,2,0.1,5,1,0.1
acs-ebu2-203,20,4,57,32,1.1,2,34,22
acs-ebu2-205,15,4,22,16,1.2,1,70,18
acs-ebu2-239,30,30,136,122,8.9,4,132,267
acs-ebu2-311,1,1,1,1,0.0,1,1,0
acs-ebu2-315,3,1,6,2,0.1,2,2,0.3
acs-ebu2-333,2,2,11,6,7.1,5,84,14.2
acs-ebu2-335,1,1,1,1,0.2,1,15,0.2
acs-ebu2-b035,2,2,2,2,2.8,1,165,5.6
acs-erc117,1,1,1,1,10.0,1,600,10
acs-glbw,50,30,443,263,5.3,8,39,265
acs-hh1155,1,1,3,1,1.5,3,30,1.5
acs-hss6033,2,2,16,11,2.9,8,21,5.8
acs-irps,10,7,155,86,4.0,15,16,40
acs-may2544,5,5,6,6,0.5,1,31,2.5
acs-may2722,2,1,2,2,0.0,1,0,0
acs-may3543,1,1,2,2,0.1,2,3,0.1
acs-may3544,6,6,15,10,3.7,2,112,22.2
acs-may3574,5,4,7,6,3.4,1,201,17
acs-moms,3,2,75,58,1.6,25,3,4.8
acs-nsb1313a,4,3,5,2,0.1,1,7,0.4
acs-nsb2311,4,3,4,1,0.3,1,18,1.2
acs-osb10,1,1,5,3,4.5,5,54,4.5
acs-pch104,7,5,64,41,1.1,9,7,7.7
acs-rcl,1,1,30,27,2.0,30,4,2
acs-rh228,1,1,1,1,0.6,1,37,0.6
acs-vilb3w,2,2,176,110,10.0,88,6,20
acs-vilb6e,3,2,7,6,0.1,2,3,0.3
acs-wlh2211,9,9,40,18,6.4,4,96,57.6
acs-wlh2212,14,5,17,2,0.0,1,2,0
acs-wlh2213a,14,14,22,4,0.1,1,3,1.4
acs-wlh2214,5,4,9,4,1.0,1,59,5
acs-wlh2215,6,6,6,1,0.1,1,5,0.6
acs-wlh2216,1,1,1,1,0.0,1,2,0
acs-wlh2217a,3,3,3,2,0.0,1,1,0
acs-wlh2217c,1,1,1,1,0.0,1,1,0
acs-yh1146,2,1,5,3,10.9,2,326,21.8
acs-yh1150,1,1,1,1,10.0,1,600,10
acs-yh1322,3,2,3,2,0.2,1,10,0.6
acs-yh1344,5,4,5,1,6.4,1,383,32
acs-yh2310,1,1,2,2,2.4,2,70,2.4
acs-yh2332,1,1,2,2,3.5,2,105,3.5
acs-yh2410,4,3,7,6,0.2,1,10,0.8
acs-yh2432,1,1,2,2,0.1,2,2,0.1
acs-yh3020,3,1,4,2,0.3,1,17,0.9
acs-yh3136,1,1,10,4,2.6,10,15,2.6
acs-yh4124,16,7,43,3,0.0,2,0,0
