XP/Win7 usage for:  Sun Nov  9 00:00:00 2014
Lab,#Seats,Simul. Users,Tot#Sess,Tot#Users,Hours/Seat,Sess/Seat,Avg Minutes/Sess,Tot#Hours/Lab
ALL-VLAB,118,93,4224,1435,28.2,35,48,3327.6
ALL-XP,1061,550,21150,7386,13.5,19,42,14323.5
acms-ga,117,93,4223,1434,28.4,36,47,3322.8
acms-mae,1,1,1,1,10.0,1,600,10
acs-apm3402,29,28,41,36,1.4,1,85,40.6
acs-apm3432,41,22,315,200,3.3,7,28,135.3
acs-b349,28,25,582,292,13.6,20,40,380.8
acs-bh1309,1,1,2,2,0.6,2,17,0.6
acs-bh1329,1,1,1,1,0.8,1,51,0.8
acs-bh1413,1,1,3,3,0.1,3,2,0.1
acs-bh1449,1,1,3,2,2.3,3,45,2.3
acs-ccc,3,3,84,49,2.8,28,6,8.4
acs-csb115,30,23,375,246,10.0,12,50,300
acs-cseb220,15,5,27,23,1.3,1,78,19.5
acs-cseb250,1,1,5,4,9.8,5,118,9.8
acs-ebu2-131,1,1,1,1,0.0,1,0,0
acs-ebu2-203,30,27,533,291,16.3,17,57,489
acs-ebu2-205,26,20,315,172,13.2,12,66,343.2
acs-ebu2-239,32,25,607,254,14.3,18,47,457.6
acs-ebu2-315,6,6,158,77,12.5,26,28,75
acs-ebu2-330,15,15,143,80,6.4,9,42,96
acs-ebu2-333,2,2,10,3,0.9,5,11,1.8
acs-ebu2-335,13,12,114,71,7.1,8,53,92.3
acs-ebu2-339,2,1,6,2,8.3,3,166,16.6
acs-ebu2-b035,1,1,1,1,0.2,1,13,0.2
acs-ebu3a108,5,3,7,6,1.7,1,102,8.5
acs-ebu3a161,26,21,182,114,5.6,7,47,145.6
acs-econ100,20,8,172,98,5.5,8,41,110
acs-econ304,19,12,160,45,7.1,8,53,134.9
acs-erc117,30,28,573,389,11.7,19,37,351
acs-gl1al,24,23,589,358,18.2,24,45,436.8
acs-gl1t,47,42,1020,530,15.3,21,43,719.1
acs-gl2e,1,1,2,1,0.0,2,0,0
acs-gl2w,55,51,2082,1189,22.8,37,37,1254
acs-glbw,52,49,1435,678,19.5,27,43,1014
acs-hss6033,2,2,49,23,6.8,24,16,13.6
acs-irps,10,10,285,110,14.3,28,30,143
acs-may2544,14,10,74,55,5.5,5,66,77
acs-may2722,6,5,50,38,1.7,8,13,10.2
acs-may3543,1,1,4,3,0.2,4,3,0.2
acs-may3544,7,6,24,14,7.4,3,147,51.8
acs-may3574,5,4,16,8,2.0,3,41,10
acs-moms,3,3,227,161,4.4,75,3,13.2
acs-nsb1103a,1,1,1,1,10.0,1,600,10
acs-nsb1313a,5,5,11,2,15.1,2,452,75.5
acs-nsb2303,50,32,213,109,2.7,4,40,135
acs-nsb2311,2,2,3,3,0.1,1,4,0.2
acs-nsb2319,1,1,1,1,10.0,1,600,10
acs-osb10,1,1,4,2,1.2,4,18,1.2
acs-pch104,8,5,127,52,3.9,15,15,31.2
acs-rcl,1,1,136,110,7.8,136,3,7.8
acs-rh228,1,1,5,5,0.7,5,8,0.7
acs-rimac,3,3,112,88,18.6,37,30,55.8
acs-seq142,25,14,182,111,8.6,7,74,215
acs-sme143,50,48,1313,335,32.5,26,74,1625
acs-sungod,9,9,495,348,23.9,55,26,215.1
acs-treetop,12,12,455,288,22.0,37,35,264
acs-triton,27,27,2114,1303,26.2,78,20,707.4
acs-usrsrvs,1,1,3,3,0.2,3,4,0.2
acs-vilb3w,2,2,274,207,11.6,137,5,23.2
acs-vilb4e,4,4,89,61,10.5,22,28,42
acs-wlh2211,16,16,220,152,17.5,13,80,280
acs-wlh2212,20,19,159,74,8.4,7,71,168
acs-wlh2213a,15,15,254,144,20.1,16,75,301.5
acs-wlh2214,5,5,78,38,20.6,15,82,103
acs-wlh2215,15,14,99,75,8.8,6,88,132
acs-wlh2216,5,5,24,20,3.6,4,54,18
acs-wlh2217a,10,9,74,33,12.2,7,104,122
acs-wlh2217c,4,4,33,19,9.0,8,67,36
acs-yh1146,5,3,6,4,6.1,1,364,30.5
acs-yh1150,1,1,3,2,10.2,3,204,10.2
acs-yh1322,2,2,2,1,10.0,1,600,20
acs-yh1344,2,1,2,1,1.0,1,60,2
acs-yh2332,1,1,3,2,6.0,3,120,6
acs-yh2410,7,7,52,31,9.2,7,78,64.4
acs-yh2432,7,7,47,28,14.4,6,144,100.8
acs-yh3020,18,5,47,22,4.4,2,132,79.2
acs-yh3136,1,1,8,6,6.8,8,51,6.8
