XP/Win7 usage for:  Sun Feb  1 00:00:00 2015
Lab,#Seats,Simul. Users,Tot#Sess,Tot#Users,Hours/Seat,Sess/Seat,Avg Minutes/Sess,Tot#Hours/Lab
ALL-VLAB,137,111,4557,1586,21.9,33,39,3000.3
ALL-XP,1064,492,23529,7854,12.3,22,33,13087.2
acms-ga,137,111,4557,1586,21.9,33,39,3000.3
acs-apm3402,26,16,139,102,3.3,5,40,85.8
acs-apm3432,40,16,369,167,3.3,9,21,132
acs-b349,28,26,709,391,18.5,25,44,518
acs-bh1309,1,1,1,1,10.0,1,600,10
acs-bh1329,1,1,2,2,0.0,2,1,0
acs-bh1413,1,1,1,1,0.6,1,33,0.6
acs-bh1449,1,1,5,4,10.4,5,125,10.4
acs-ccc,3,3,99,48,2.2,33,4,6.6
acs-csb115,21,9,60,43,2.3,2,68,48.3
acs-cseb220,16,4,59,45,2.4,3,48,38.4
acs-ebu2-107,1,1,9,6,5.7,9,37,5.7
acs-ebu2-121,6,6,36,29,9.0,6,89,54
acs-ebu2-127,2,2,6,6,2.0,3,39,4
acs-ebu2-203,31,28,601,243,23.0,19,72,713
acs-ebu2-205,26,25,386,203,13.6,14,58,353.6
acs-ebu2-239,32,23,351,152,9.5,10,57,304
acs-ebu2-311,5,5,20,15,4.4,4,66,22
acs-ebu2-312,2,2,28,10,12.8,14,54,25.6
acs-ebu2-315,3,2,5,4,7.2,1,430,21.6
acs-ebu2-330,9,8,9,9,1.6,1,94,14.4
acs-ebu2-333,1,1,6,4,2.2,6,22,2.2
acs-ebu2-339,2,2,12,7,7.5,6,74,15
acs-ebu2-b035,2,2,6,5,6.1,3,121,12.2
acs-ebu3a108,10,10,132,53,4.1,13,19,41
acs-ebu3a161,27,11,176,81,4.2,6,41,113.4
acs-econ100,20,13,341,204,7.5,17,26,150
acs-econ304,13,10,134,44,11.6,10,69,150.8
acs-erc117,30,22,626,319,11.1,20,33,333
acs-gl1al,22,18,631,353,18.9,28,40,415.8
acs-gl1t,44,30,1350,680,13.9,30,27,611.6
acs-gl1w,53,43,1350,693,22.1,25,53,1171.3
acs-gl2w,53,42,2258,1254,21.3,42,30,1128.9
acs-hss6033,2,2,27,14,2.2,13,10,4.4
acs-irps,10,5,215,101,1.8,21,5,18
acs-may2544,15,11,73,53,3.2,4,48,48
acs-may2722,6,5,63,38,0.7,10,3,4.2
acs-may3543,1,1,1,1,0.0,1,1,0
acs-may3544,6,4,33,12,1.4,5,17,8.4
acs-may3574,9,7,50,20,6.0,5,71,54
acs-moms,3,3,341,211,6.3,113,3,18.9
acs-nsb1303a,1,1,1,1,10.0,1,600,10
acs-nsb1313a,5,3,18,2,15.1,3,301,75.5
acs-nsb2303,39,9,165,84,1.9,4,28,74.1
acs-nsb2311,1,1,2,2,0.1,2,3,0.1
acs-osb10,1,1,2,2,0.1,2,2,0.1
acs-pch104,8,4,172,66,1.3,21,3,10.4
acs-rcl,1,1,163,135,12.0,163,4,12
acs-rh228,1,1,6,4,0.6,6,5,0.6
acs-rimac,3,3,166,126,20.7,55,22,62.1
acs-seq142,25,20,339,192,10.5,13,48,262.5
acs-sme143,49,47,1042,368,24.5,21,70,1200.5
acs-sungod,9,9,579,406,29.4,64,27,264.6
acs-treetop,13,13,674,337,22.4,51,26,291.2
acs-triton,28,27,2848,1314,19.2,101,11,537.6
acs-usrsrvs,1,1,2,2,0.5,2,16,0.5
acs-va228,2,1,4,3,3.5,2,106,7
acs-va231,2,2,6,3,0.8,3,16,1.6
acs-vilb3w,2,2,346,226,10.3,173,3,20.6
acs-vilb4e,4,4,190,102,17.3,47,22,69.2
acs-wlh2211,15,14,230,156,20.0,15,79,300
acs-wlh2212,20,20,271,117,17.9,13,82,358
acs-wlh2213a,15,15,159,107,8.4,10,50,126
acs-wlh2214,5,5,131,89,26.8,26,61,134
acs-wlh2215,15,14,133,109,8.2,8,61,123
acs-wlh2216,5,5,125,54,15.4,25,36,77
acs-wlh2217a,10,10,103,61,13.2,10,78,132
acs-wlh2217c,5,4,69,36,16.4,13,75,82
acs-yh1146,1,1,2,2,0.4,2,13,0.4
acs-yh1322,1,1,1,1,10.0,1,600,10
acs-yh1344,3,2,8,4,12.3,2,368,36.9
acs-yh2310,1,1,6,3,16.6,6,165,16.6
acs-yh2332,1,1,3,3,8.1,3,162,8.1
acs-yh2410,7,7,97,46,18.1,13,83,126.7
acs-yh2432,7,7,75,32,18.5,10,111,129.5
acs-yh3020,20,15,72,33,5.1,3,102,102
acs-yh3136,1,1,13,9,14.8,13,68,14.8
acs-yh4124,16,11,29,26,3.6,1,213,57.6
