XP/Win7 usage for:  Sun May 31 00:00:00 2015
Lab,#Seats,Simul. Users,Tot#Sess,Tot#Users,Hours/Seat,Sess/Seat,Avg Minutes/Sess,Tot#Hours/Lab
ALL-VLAB,100,84,4648,1597,31.7,46,41,3170
ALL-XP,1062,510,27086,8823,15.7,25,37,16673.4
acms-ga,100,84,4648,1597,31.7,46,41,3170
acs-apm3402,26,19,104,77,2.2,4,33,57.2
acs-apm3432,43,25,713,524,1.0,16,3,43
acs-b349,27,27,1041,815,10.2,38,16,275.4
acs-bh1309,1,1,4,4,0.2,4,3,0.2
acs-bh1329,1,1,1,1,0.2,1,13,0.2
acs-bh1449,1,1,2,2,0.0,2,0,0
acs-ccc,3,3,83,57,0.0,27,0,0
acs-courtrm,7,7,331,162,15.9,47,20,111.3
acs-csb115,28,16,120,68,3.2,4,47,89.6
acs-cseb220,30,23,253,36,32.0,8,240,960
acs-ebu2-121,1,1,1,1,0.9,1,57,0.9
acs-ebu2-127,2,2,26,13,20.4,13,94,40.8
acs-ebu2-131,2,2,11,6,2.5,5,29,5
acs-ebu2-203,32,32,730,357,29.9,22,81,956.8
acs-ebu2-205,25,22,473,225,20.3,18,67,507.5
acs-ebu2-239,31,30,785,294,23.5,25,56,728.5
acs-ebu2-311,3,1,5,4,10.1,1,603,30.3
acs-ebu2-312,1,1,17,6,20.4,17,72,20.4
acs-ebu2-315,6,6,80,43,10.2,13,47,61.2
acs-ebu2-330,16,16,234,221,15.9,14,68,254.4
acs-ebu2-333,3,2,12,9,6.2,4,92,18.6
acs-ebu2-335,13,13,197,191,16.8,15,67,218.4
acs-ebu2-339,2,2,16,10,16.0,8,119,32
acs-ebu2-b035,2,2,26,13,54.3,13,250,108.6
acs-ebu3a108,9,8,22,19,3.9,2,116,35.1
acs-ebu3a161,24,13,117,65,7.8,4,117,187.2
acs-econ100,20,16,513,240,15.2,25,36,304
acs-econ304,15,11,168,52,8.2,11,44,123
acs-erc117,30,28,1046,489,22.7,34,40,681
acs-gl1al,25,23,919,500,31.3,36,52,782.5
acs-gl1t,46,37,1492,761,19.1,32,35,878.6
acs-gl1w,51,48,1619,748,35.8,31,69,1825.8
acs-gl2w,54,50,2575,1283,31.5,47,40,1701
acs-hss6033,2,2,40,21,2.1,20,6,4.2
acs-irps,10,8,203,94,6.4,20,19,64
acs-may2544,15,15,49,29,0.5,3,10,7.5
acs-may2722,3,2,4,4,0.6,1,34,1.8
acs-may3229,1,1,2,2,0.8,2,25,0.8
acs-may3543,1,1,12,8,20.3,12,101,20.3
acs-may3544,7,7,64,35,21.9,9,145,153.3
acs-may3574,9,9,62,30,16.1,6,160,144.9
acs-moms,3,3,577,318,0.2,192,0,0.6
acs-nsb1303a,1,1,1,1,0.1,1,4,0.1
acs-nsb2303,39,15,230,93,4.3,5,52,167.7
acs-nsb2311,2,2,2,1,0.1,1,8,0.2
acs-nsb2319,4,3,8,3,0.3,2,7,1.2
acs-osb10,1,1,6,4,0.3,6,2,0.3
acs-pch104,8,2,183,92,0.1,22,0,0.8
acs-rcl,1,1,245,189,0.2,245,0,0.2
acs-rh228,1,1,11,7,4.0,11,21,4
acs-rimac,3,3,182,139,15.5,60,15,46.5
acs-seq142,25,15,482,253,9.1,19,28,227.5
acs-sme143,48,45,1398,344,27.7,29,57,1329.6
acs-sungod,9,9,555,393,26.7,61,26,240.3
acs-treetop,13,13,615,353,27.2,47,34,353.6
acs-triton,28,27,2265,1316,27.0,80,20,756
acs-usrsrvs,1,1,15,12,2.5,15,10,2.5
acs-va228,2,2,7,4,0.6,3,11,1.2
acs-vilb3w,1,1,172,136,10.6,172,3,10.6
acs-vilb4e,4,4,258,152,8.7,64,8,34.8
acs-wlh2211,14,14,195,145,22.4,13,103,313.6
acs-wlh2212,20,19,168,38,17.7,8,132,354
acs-wlh2213a,15,15,74,66,7.7,4,115,115.5
acs-wlh2214,5,5,129,49,31.8,25,76,159
acs-wlh2215,15,13,63,48,6.4,4,95,96
acs-wlh2216,5,5,45,21,14.8,9,98,74
acs-wlh2217a,7,4,26,11,3.0,3,59,21
acs-wlh2217c,5,5,77,58,22.6,15,90,113
acs-yh1146,2,1,4,3,0.2,2,6,0.4
acs-yh1322,2,2,4,2,1.3,2,38,2.6
acs-yh1344,4,3,6,2,1.8,1,107,7.2
acs-yh2310,1,1,20,6,15.2,20,45,15.2
acs-yh2332,1,1,10,6,11.8,10,70,11.8
acs-yh2410,7,7,71,37,16.7,10,99,116.9
acs-yh2432,7,7,71,38,15.1,10,90,105.7
acs-yh3020,21,6,69,32,5.4,3,107,113.4
acs-yh3136,1,1,11,8,5.0,11,27,5
acs-yh4124,8,7,11,11,1.1,1,68,8.8
