XP/Win7 usage for:  Sun Mar 29 00:00:00 2015
Lab,#Seats,Simul. Users,Tot#Sess,Tot#Users,Hours/Seat,Sess/Seat,Avg Minutes/Sess,Tot#Hours/Lab
ALL-VLAB,48,33,1520,774,13.2,31,25,633.6
ALL-XP,972,339,19535,6362,5.2,20,15,5054.4
acms-ga,47,33,1515,774,13.5,32,25,634.5
acms-mae,1,1,5,1,0.3,5,3,0.3
acs-apm3402,28,26,102,62,2.8,3,56,78.4
acs-apm3432,37,16,299,184,2.9,8,21,107.3
acs-b349,28,20,324,193,9.2,11,50,257.6
acs-ccc,3,3,45,25,0.2,15,0,0.6
acs-courtrm,7,7,40,21,1.9,5,22,13.3
acs-csb115,24,22,60,37,1.5,2,44,36
acs-cseb220,25,10,78,26,3.6,3,72,90
acs-ebu2-127,1,1,1,1,2.2,1,131,2.2
acs-ebu2-131,1,1,1,1,0.1,1,4,0.1
acs-ebu2-203,32,18,282,153,5.7,8,42,182.4
acs-ebu2-205,24,8,86,51,1.6,3,31,38.4
acs-ebu2-239,32,28,326,244,16.9,10,101,540.8
acs-ebu2-311,1,1,1,1,0.1,1,4,0.1
acs-ebu2-312,2,2,5,2,0.6,2,17,1.2
acs-ebu2-315,3,2,10,5,0.4,3,7,1.2
acs-ebu2-328,1,1,8,3,8.9,8,66,8.9
acs-ebu2-330,16,14,116,94,12.7,7,108,203.2
acs-ebu2-333,3,3,23,9,6.5,7,55,19.5
acs-ebu2-335,13,13,113,101,13.8,8,103,179.4
acs-ebu2-339,2,1,4,3,0.8,2,22,1.6
acs-ebu2-b035,2,2,14,8,6.8,7,58,13.6
acs-ebu3a108,9,8,74,48,11.8,8,88,106.2
acs-ebu3a161,24,8,83,54,1.9,3,37,45.6
acs-econ100,19,12,197,119,4.0,10,24,76
acs-econ304,15,11,158,49,11.1,10,66,166.5
acs-erc117,30,28,661,250,4.3,22,11,129
acs-gl1al,25,18,493,247,7.9,19,24,197.5
acs-gl1t,47,26,747,377,8.8,15,35,413.6
acs-gl1w,53,34,661,368,9.2,12,46,487.6
acs-gl2w,55,46,2027,1078,17.4,36,28,957
acs-hh1155,1,1,4,1,0.2,4,2,0.2
acs-hss6033,2,2,39,11,0.8,19,2,1.6
acs-irps,10,10,211,103,5.6,21,16,56
acs-may2544,15,15,247,198,14.3,16,53,214.5
acs-may2722,6,6,196,133,6.3,32,11,37.8
acs-may3543,1,1,6,5,3.8,6,37,3.8
acs-may3544,7,7,42,25,11.4,6,114,79.8
acs-may3574,9,8,40,30,9.7,4,145,87.3
acs-moms,3,3,205,151,0.6,68,0,1.8
acs-nsb1103a,1,1,1,1,0.1,1,3,0.1
acs-nsb1313a,5,5,6,1,12.0,1,720,60
acs-nsb2303,34,8,122,61,1.4,3,28,47.6
acs-nsb2311,5,3,8,6,0.7,1,40,3.5
acs-nsb2319,7,5,16,13,0.5,2,15,3.5
acs-osb10,1,1,5,2,0.4,5,4,0.4
acs-pch104,8,3,137,64,2.0,17,7,16
acs-rcl,1,1,155,123,0.0,155,0,0
acs-rh228,1,1,23,7,12.6,23,32,12.6
acs-rimac,3,3,113,87,3.7,37,5,11.1
acs-seq142,26,23,285,148,1.5,10,8,39
acs-sme143,47,29,537,219,7.4,11,40,347.8
acs-sungod,9,9,3015,358,0.0,335,0,0
acs-treetop,13,12,500,315,17.2,38,27,223.6
acs-triton,28,25,3677,1346,7.8,131,3,218.4
acs-usrsrvs,1,1,15,14,0.2,15,0,0.2
acs-va228,1,1,1,1,1.8,1,110,1.8
acs-va231,2,2,3,2,0.3,1,17,0.6
acs-vilb3w,1,1,129,106,6.3,129,2,6.3
acs-vilb4e,4,4,163,106,3.3,40,4,13.2
acs-wlh2211,13,12,70,44,6.7,5,80,87.1
acs-wlh2212,1,1,1,1,0.2,1,13,0.2
acs-wlh2213a,6,2,9,8,0.7,1,41,4.2
acs-wlh2214,4,2,14,9,1.2,3,24,4.8
acs-wlh2215,10,4,20,14,2.5,2,75,25
acs-wlh2216,2,1,2,2,0.2,1,15,0.4
acs-wlh2217a,2,2,6,3,2.5,3,50,5
acs-wlh2217c,4,2,14,13,0.6,3,12,2.4
acs-yh1146,2,1,2,2,0.2,1,12,0.4
acs-yh1322,3,3,5,4,1.8,1,107,5.4
acs-yh1344,6,5,16,6,1.6,2,49,9.6
acs-yh2310,1,1,22,8,0.1,22,0,0.1
acs-yh2332,1,1,22,8,4.4,22,11,4.4
acs-yh2410,7,7,140,38,1.8,20,5,12.6
acs-yh2432,7,7,187,25,0.0,26,0,0
acs-yh3020,24,24,309,4,0.0,12,0,0
acs-yh3136,1,1,9,7,7.5,9,49,7.5
acs-yh4124,16,15,227,30,0.0,14,0,0
