XP/Win7 usage for:  Sun Feb 15 00:00:00 2015
Lab,#Seats,Simul. Users,Tot#Sess,Tot#Users,Hours/Seat,Sess/Seat,Avg Minutes/Sess,Tot#Hours/Lab
ALL-VLAB,121,89,3913,1442,22.0,32,41,2662
ALL-XP,1094,519,20386,7519,12.6,18,41,13784.4
acms-ga,121,89,3913,1442,22.0,32,41,2662
acms-testvm,1,1,1,1,0.4,1,26,0.4
acs-apm3402,22,15,91,70,2.9,4,43,63.8
acs-apm3432,42,15,337,159,2.4,8,17,100.8
acs-b349,28,27,587,360,18.7,20,56,523.6
acs-bh1413,1,1,2,2,0.1,2,2,0.1
acs-ccc,3,3,90,40,2.5,30,4,7.5
acs-csb115,20,5,63,37,2.7,3,53,54
acs-cseb220,19,3,30,25,1.4,1,86,26.6
acs-ebu2-107,1,1,12,8,7.4,12,36,7.4
acs-ebu2-121,7,6,40,27,11.0,5,131,77
acs-ebu2-127,2,2,9,7,1.4,4,20,2.8
acs-ebu2-203,32,32,680,269,27.0,21,77,864
acs-ebu2-205,26,26,384,196,17.2,14,73,447.2
acs-ebu2-239,32,30,321,153,8.1,10,48,259.2
acs-ebu2-311,6,6,42,23,11.1,7,95,66.6
acs-ebu2-312,2,2,17,5,17.0,8,127,34
acs-ebu2-315,5,3,27,15,0.3,5,4,1.5
acs-ebu2-328,1,1,2,1,20.0,2,600,20
acs-ebu2-330,16,7,29,11,0.1,1,4,1.6
acs-ebu2-333,1,1,2,2,0.0,2,0,0
acs-ebu2-335,13,3,13,1,0.0,1,2,0
acs-ebu2-339,2,1,6,4,8.0,3,160,16
acs-ebu2-b035,2,2,9,6,5.8,4,86,11.6
acs-ebu3a108,10,10,69,53,3.2,6,31,32
acs-ebu3a161,27,14,177,105,3.8,6,38,102.6
acs-econ100,20,15,259,145,10.7,12,53,214
acs-econ304,17,11,154,38,8.2,9,54,139.4
acs-erc117,30,28,723,323,11.2,24,28,336
acs-gl1al,24,23,544,324,21.6,22,58,518.4
acs-gl1t,46,45,1038,535,15.8,22,43,726.8
acs-gl1w,54,49,1021,589,20.1,18,66,1085.4
acs-gl2w,54,48,1929,1115,18.9,35,32,1020.6
acs-hss6033,2,2,34,16,2.8,17,9,5.6
acs-irps,10,6,155,80,1.4,15,5,14
acs-may2544,15,14,182,154,18.0,12,90,270
acs-may2722,5,5,74,60,4.9,14,20,24.5
acs-may3543,1,1,2,2,0.1,2,3,0.1
acs-may3544,6,3,30,11,1.1,5,13,6.6
acs-may3574,9,7,40,16,5.9,4,87,53.1
acs-moms,3,3,299,198,5.7,99,3,17.1
acs-nsb1103a,2,2,2,1,10.0,1,600,20
acs-nsb1111,1,1,2,1,4.3,2,129,4.3
acs-nsb1303a,1,1,1,1,10.0,1,600,10
acs-nsb1313a,5,5,10,1,20.0,2,600,100
acs-nsb2303,38,11,129,74,1.9,3,37,72.2
acs-nsb2311,1,1,1,1,10.0,1,600,10
acs-nsb2319,1,1,1,1,10.0,1,600,10
acs-osb10,1,1,2,1,0.0,2,0,0
acs-pch104,8,6,147,77,2.7,18,9,21.6
acs-rcl,1,1,161,134,10.9,161,4,10.9
acs-rh228,1,1,8,3,2.6,8,19,2.6
acs-rimac,3,3,125,95,13.3,41,19,39.9
acs-seq142,24,18,254,138,6.4,10,38,153.6
acs-sme143,50,46,1022,318,28.2,20,84,1410
acs-sungod,9,9,491,364,19.8,54,21,178.2
acs-treetop,13,13,514,304,25.8,39,39,335.4
acs-triton,27,26,2122,1291,24.1,78,18,650.7
acs-usrsrvs,1,1,5,5,0.1,5,1,0.1
acs-va228,5,4,13,9,3.2,2,97,16
acs-va231,2,2,12,3,4.9,6,49,9.8
acs-vilb3w,2,2,297,209,8.2,148,3,16.4
acs-vilb4e,4,4,170,106,14.3,42,20,57.2
acs-wlh2211,15,15,202,136,17.4,13,80,261
acs-wlh2212,20,15,116,60,7.5,5,89,150
acs-wlh2213a,15,15,194,112,15.4,12,77,231
acs-wlh2214,5,5,103,66,15.9,20,47,79.5
acs-wlh2215,15,15,80,67,8.4,5,101,126
acs-wlh2216,5,5,65,43,18.0,13,82,90
acs-wlh2217a,10,10,93,48,10.4,9,69,104
acs-wlh2217c,5,4,67,37,13.1,13,60,65.5
acs-yh1146,6,4,12,5,10.8,2,324,64.8
acs-yh1150,1,1,4,2,19.8,4,297,19.8
acs-yh1344,2,1,3,2,1.2,1,70,2.4
acs-yh2310,1,1,7,2,2.4,7,20,2.4
acs-yh2332,1,1,5,2,1.3,5,15,1.3
acs-yh2410,7,7,118,46,32.1,16,120,224.7
acs-yh2432,7,7,112,44,22.5,16,84,157.5
acs-yh3020,24,23,243,150,12.7,10,76,304.8
acs-yh3136,1,1,4,4,5.0,4,74,5
acs-yh4124,16,11,32,27,3.2,2,94,51.2
