XP/Win7 usage for:  Sun Aug 10 00:00:00 2014
Lab,#Seats,Simul. Users,Tot#Sess,Tot#Users,Hours/Seat,Sess/Seat,Avg Minutes/Sess,Tot#Hours/Lab
ALL-VLAB,41,15,848,307,8.5,20,25,348.5
ALL-XP,851,234,7000,2477,5.6,8,41,4765.6
acms-ga,41,15,848,307,8.5,20,25,348.5
acs-apm3402,14,10,28,14,2.1,2,61,29.4
acs-apm3432,3,1,5,4,0.5,1,31,1.5
acs-b325,22,11,192,105,4.6,8,34,101.2
acs-bh1309,1,1,1,1,1.8,1,107,1.8
acs-bml,66,26,444,220,9.5,6,94,627
acs-bmlgl,4,4,46,22,11.2,11,61,44.8
acs-ccc,2,2,5,5,0.3,2,9,0.6
acs-cseb220,25,7,80,46,3.5,3,69,87.5
acs-cseb250,39,23,224,88,4.7,5,56,183.3
acs-cseb260,39,24,324,133,10.7,8,80,417.3
acs-cseb270,40,10,135,53,4.2,3,84,168
acs-ebu2-107,1,1,2,2,0.2,2,5,0.2
acs-ebu2-121,1,1,1,1,0.0,1,1,0
acs-ebu2-127,2,2,2,2,0.1,1,3,0.2
acs-ebu2-131,1,1,1,1,3.4,1,206,3.4
acs-ebu2-203,31,30,107,58,2.5,3,50,77.5
acs-ebu2-205,12,7,17,13,1.4,1,81,16.8
acs-ebu2-239,24,19,45,26,1.8,1,109,43.2
acs-ebu2-312,1,1,1,1,0.8,1,47,0.8
acs-ebu2-330,4,2,8,5,0.3,2,10,1.2
acs-ebu2-333,2,2,9,5,18.7,4,279,37.4
acs-ebu2-335,1,1,1,1,0.2,1,14,0.2
acs-ebu2-b035,1,1,1,1,0.4,1,22,0.4
acs-ebu3a161,11,4,19,13,2.2,1,129,24.2
acs-econ304,18,11,94,27,8.9,5,106,160.2
acs-erc117,2,1,2,2,0.1,1,5,0.2
acs-gl1e,79,43,941,444,9.0,11,49,711
acs-gl1w,58,43,1045,486,13.3,18,44,771.4
acs-gl2095,16,8,78,37,6.9,4,103,110.4
acs-glb,45,19,222,124,4.2,4,63,189
acs-glbsw,25,10,160,76,6.9,6,68,172.5
acs-glbw,51,15,219,113,5.4,4,80,275.4
acs-hh1155,1,1,5,4,31.5,5,378,31.5
acs-hss6033,2,2,17,8,1.7,8,12,3.4
acs-irps,9,7,124,60,1.7,13,7,15.3
acs-may2544,15,15,113,69,12.6,7,108,189
acs-may2574,1,1,1,1,0.3,1,18,0.3
acs-may2722,1,1,1,1,0.5,1,27,0.5
acs-may3544,1,1,1,1,0.5,1,30,0.5
acs-may3574,3,2,4,3,0.1,1,5,0.3
acs-moms,3,3,16,15,0.4,5,5,1.2
acs-nsb1313a,2,1,4,1,0.1,2,2,0.2
acs-nsb2303,25,24,45,35,0.4,1,25,10
acs-pch104,7,2,21,12,0.4,3,7,2.8
acs-rh228,1,1,7,2,0.2,7,1,0.2
acs-rimac,3,3,29,24,1.8,9,11,5.4
acs-sme143,29,12,141,58,6.4,4,95,185.6
acs-ssb139,8,3,17,13,0.8,2,25,6.4
acs-treetop,12,11,142,87,6.6,11,36,79.2
acs-triton,28,18,865,524,6.1,30,12,170.8
acs-va228,1,1,1,1,0.1,1,6,0.1
acs-va231,1,1,1,1,10.0,1,600,10
acs-vilb3w,2,2,19,11,1.9,9,12,3.8
acs-vilb6e,4,3,99,54,5.0,24,12,20
acs-wlh2211,1,1,1,1,0.5,1,28,0.5
acs-wlh2216,1,1,1,1,10.0,1,600,10
acs-wlh2217a,1,1,1,1,0.7,1,42,0.7
acs-yh2332,1,1,3,1,5.0,3,100,5
acs-yh2410,1,1,1,1,0.1,1,9,0.1
acs-yh2432,3,1,7,2,0.1,2,1,0.3
acs-yh3020,2,1,6,2,0.0,3,0,0
