XP/Win7 usage for:  Sun Jan 11 00:00:00 2015
Lab,#Seats,Simul. Users,Tot#Sess,Tot#Users,Hours/Seat,Sess/Seat,Avg Minutes/Sess,Tot#Hours/Lab
ALL-VLAB,140,117,4868,1798,20.5,34,36,2870
ALL-XP,1085,466,23483,8073,9.9,21,28,10741.5
acms-ga,140,117,4868,1798,20.5,34,36,2870
acs-apm3402,23,19,97,71,3.9,4,58,89.7
acs-apm3432,41,16,340,185,3.9,8,28,159.9
acs-b349,27,25,698,435,18.9,25,45,510.3
acs-bh1449,1,1,1,1,0.1,1,5,0.1
acs-ccc,3,3,125,54,2.2,41,3,6.6
acs-courtrm,7,7,148,3,0.3,21,0,2.1
acs-csb115,26,14,78,50,1.7,3,33,44.2
acs-cseb220,26,6,79,53,2.6,3,52,67.6
acs-cseb250,1,1,10,7,0.6,10,3,0.6
acs-ebu2-107,1,1,8,5,5.8,8,43,5.8
acs-ebu2-121,5,5,36,22,7.6,7,65,38
acs-ebu2-203,33,30,532,262,14.8,16,55,488.4
acs-ebu2-205,26,13,312,174,5.7,12,28,148.2
acs-ebu2-239,32,24,314,144,5.8,9,38,185.6
acs-ebu2-311,6,6,61,44,18.6,10,111,111.6
acs-ebu2-315,6,2,19,12,0.5,3,9,3
acs-ebu2-330,14,10,49,13,0.0,3,0,0
acs-ebu2-333,2,2,4,3,4.6,2,138,9.2
acs-ebu2-339,2,1,2,2,0.1,1,8,0.2
acs-ebu2-b035,1,1,1,1,0.0,1,2,0
acs-ebu3a108,10,10,29,29,1.6,2,47,16
acs-ebu3a161,25,20,175,113,5.7,7,49,142.5
acs-econ100,20,11,245,137,6.5,12,32,130
acs-econ304,18,9,146,48,3.6,8,27,64.8
acs-erc117,30,26,400,229,8.3,13,38,249
acs-gl1al,25,16,659,369,10.9,26,25,272.5
acs-gl1t,46,32,1201,598,11.7,26,26,538.2
acs-gl1w,54,30,1380,649,8.7,25,20,469.8
acs-gl2w,55,44,2509,1359,18.7,45,24,1028.5
acs-hh1155,1,1,1,1,10.0,1,600,10
acs-hss6033,2,2,35,20,3.5,17,12,7
acs-irps,10,6,203,95,4.0,20,11,40
acs-may2544,15,15,209,185,21.9,13,100,328.5
acs-may2574,1,1,1,1,0.1,1,5,0.1
acs-may2722,3,2,15,8,0.7,5,7,2.1
acs-may3543,1,1,1,1,0.1,1,7,0.1
acs-may3544,6,6,30,11,2.8,5,33,16.8
acs-may3574,9,8,26,15,5.5,2,165,49.5
acs-moms,3,3,377,196,7.0,125,3,21
acs-nsb1103a,2,2,2,2,10.0,1,600,20
acs-nsb1303a,1,1,4,2,20.1,4,301,20.1
acs-nsb1313a,1,1,1,1,10.0,1,600,10
acs-nsb2303,36,10,142,67,2.3,3,46,82.8
acs-nsb2311,3,2,7,5,1.7,2,50,5.1
acs-nsb2319,1,1,1,1,0.4,1,24,0.4
acs-osb10,1,1,2,2,1.1,2,32,1.1
acs-pch104,8,5,182,85,1.6,22,4,12.8
acs-rcl,1,1,200,152,12.7,200,3,12.7
acs-rh228,1,1,5,4,0.5,5,5,0.5
acs-rimac,3,3,115,84,22.1,38,34,66.3
acs-seq142,24,13,233,115,5.1,9,33,122.4
acs-sme143,49,45,1067,348,22.3,21,63,1092.7
acs-sungod,9,9,648,412,22.3,72,18,200.7
acs-treetop,12,10,1126,334,5.2,93,3,62.4
acs-triton,27,25,2366,1399,24.4,87,16,658.8
acs-usrsrvs,1,1,7,7,0.3,7,2,0.3
acs-va228,4,4,7,7,10.4,1,624,41.6
acs-va231,1,1,3,3,0.7,3,13,0.7
acs-vilb3w,2,2,302,206,10.7,151,4,21.4
acs-vilb4e,4,4,165,93,4.4,41,6,17.6
acs-wlh2211,15,15,316,228,25.5,21,72,382.5
acs-wlh2212,20,20,376,136,18.4,18,61,368
acs-wlh2213a,15,13,236,138,13.5,15,53,202.5
acs-wlh2214,5,5,77,59,9.9,15,39,49.5
acs-wlh2215,15,13,206,160,13.9,13,63,208.5
acs-wlh2216,5,4,23,11,7.8,4,117,39
acs-wlh2217a,9,6,32,11,1.8,3,36,16.2
acs-wlh2217c,4,3,29,19,6.5,7,56,26
acs-yh1146,2,2,4,2,18.8,2,564,37.6
acs-yh1344,3,2,4,4,0.2,1,15,0.6
acs-yh2332,1,1,3,2,7.8,3,155,7.8
acs-yh2410,7,7,53,28,13.3,7,114,93.1
acs-yh2432,7,7,45,24,19.4,6,194,135.8
acs-yh3020,14,5,26,16,1.1,1,65,15.4
acs-yh3136,1,1,17,11,10.8,17,38,10.8
acs-yh4124,14,9,27,23,1.5,1,88,21
