XP/Win7 usage for:  Sun Nov 30 00:00:00 2014
Lab,#Seats,Simul. Users,Tot#Sess,Tot#Users,Hours/Seat,Sess/Seat,Avg Minutes/Sess,Tot#Hours/Lab
ALL-VLAB,117,93,4048,1439,25.9,34,45,3030.3
ALL-XP,1094,502,23989,8098,12.2,21,34,13346.8
acms-ga,117,93,4048,1439,25.9,34,45,3030.3
acms-testvm,1,1,1,1,0.1,1,4,0.1
acs-apm3402,28,27,255,195,3.7,9,24,103.6
acs-apm3432,42,35,774,575,6.9,18,22,289.8
acs-b349,28,28,578,319,17.8,20,53,498.4
acs-bh1309,1,1,2,2,0.3,2,10,0.3
acs-bh1329,1,1,2,2,0.1,2,1,0.1
acs-bh1413,1,1,4,4,3.8,4,56,3.8
acs-bh1449,1,1,1,1,0.4,1,25,0.4
acs-ccc,3,3,85,53,2.4,28,5,7.2
acs-csb115,30,26,608,139,5.2,20,15,156
acs-cseb220,14,4,25,21,0.9,1,55,12.6
acs-cseb250,1,1,6,5,5.0,6,50,5
acs-ebu2-107,1,1,2,2,0.1,2,1,0.1
acs-ebu2-127,1,1,1,1,0.0,1,2,0
acs-ebu2-203,32,24,506,266,13.9,15,55,444.8
acs-ebu2-205,25,21,290,165,10.4,11,56,260
acs-ebu2-239,32,22,494,219,12.3,15,49,393.6
acs-ebu2-311,5,2,8,2,0.2,1,13,1
acs-ebu2-315,6,6,83,50,12.3,13,56,73.8
acs-ebu2-328,1,1,1,1,0.1,1,3,0.1
acs-ebu2-330,15,15,211,123,14.9,14,63,223.5
acs-ebu2-333,3,3,8,6,4.4,2,132,13.2
acs-ebu2-335,13,13,142,91,15.4,10,92,200.2
acs-ebu2-339,2,2,12,3,10.1,6,100,20.2
acs-ebu3a108,10,9,38,15,5.7,3,114,57
acs-ebu3a161,25,10,159,86,5.0,6,50,125
acs-econ100,20,18,343,184,14.9,17,52,298
acs-econ304,17,11,155,49,10.8,9,71,183.6
acs-erc117,30,30,846,402,10.6,28,22,318
acs-gl1al,25,24,636,386,15.2,25,36,380
acs-gl1t,47,43,1289,639,17.9,27,39,841.3
acs-gl2w,55,54,2342,1210,21.9,42,31,1204.5
acs-glbw,54,43,1635,701,14.4,30,28,777.6
acs-hss6033,2,2,55,23,3.9,27,8,7.8
acs-irps,10,10,388,142,13.1,38,20,131
acs-may2544,15,15,157,130,16.5,10,99,247.5
acs-may2722,6,6,91,72,3.2,15,12,19.2
acs-may3543,1,1,7,3,0.6,7,5,0.6
acs-may3544,7,6,25,13,8.9,3,179,62.3
acs-may3574,7,3,13,7,4.1,1,246,28.7
acs-mgh2116,1,1,1,1,0.0,1,2,0
acs-moms,3,3,379,215,7.4,126,3,22.2
acs-nsb1103a,1,1,1,1,10.0,1,600,10
acs-nsb1111,1,1,1,1,10.0,1,600,10
acs-nsb1313a,5,5,20,4,21.7,4,325,108.5
acs-nsb2303,44,11,189,87,2.8,4,41,123.2
acs-nsb2311,3,2,4,3,2.3,1,138,6.9
acs-nsb2319,3,1,6,4,2.0,2,61,6
acs-osb10,1,1,1,1,1.2,1,74,1.2
acs-pch104,8,4,128,67,1.6,16,6,12.8
acs-rcl,1,1,190,149,11.1,190,3,11.1
acs-rh228,1,1,9,5,2.0,9,13,2
acs-rimac,3,3,137,111,17.9,45,23,53.7
acs-seq142,26,15,319,136,7.7,12,38,200.2
acs-sme143,50,50,1250,320,29.6,25,71,1480
acs-sungod,9,9,663,425,25.4,73,20,228.6
acs-treetop,12,12,506,316,21.1,42,30,253.2
acs-triton,27,25,2668,1413,20.1,98,12,542.7
acs-usrsrvs,1,1,1,1,0.1,1,4,0.1
acs-va228,1,1,3,3,0.1,3,1,0.1
acs-va231,2,2,3,1,2.6,1,158,5.2
acs-vilb3w,2,2,267,188,12.2,133,5,24.4
acs-vilb4e,4,3,97,60,3.8,24,9,15.2
acs-wlh2211,15,14,161,104,14.3,10,85,214.5
acs-wlh2212,20,20,126,45,6.5,6,64,130
acs-wlh2213a,15,9,70,36,4.8,4,71,72
acs-wlh2214,5,5,68,36,14.7,13,67,73.5
acs-wlh2215,14,14,43,35,4.2,3,84,58.8
acs-wlh2216,5,4,35,18,5.9,7,50,29.5
acs-wlh2217a,10,8,59,19,10.0,5,120,100
acs-wlh2217c,4,4,34,24,4.0,8,30,16
acs-yh1146,3,2,7,3,10.4,2,311,31.2
acs-yh1322,2,2,3,1,15.0,1,900,30
acs-yh1344,5,4,8,2,9.6,1,578,48
acs-yh2332,1,1,9,5,6.8,9,45,6.8
acs-yh2410,7,7,44,27,8.6,6,86,60.2
acs-yh2432,7,7,36,23,11.4,5,136,79.8
acs-yh3020,24,20,83,53,2.8,3,56,67.2
acs-yh3136,1,1,17,8,5.4,17,18,5.4
acs-yh4124,12,11,17,14,3.2,1,194,38.4
