XP/Win7 usage for:  Sun Nov 23 00:00:00 2014
Lab,#Seats,Simul. Users,Tot#Sess,Tot#Users,Hours/Seat,Sess/Seat,Avg Minutes/Sess,Tot#Hours/Lab
ALL-VLAB,118,98,3067,1194,19.5,25,46,2301
ALL-XP,987,475,12801,5630,8.0,12,39,7896
acms-ga,118,98,3067,1194,19.5,25,46,2301
acs-apm3402,24,23,29,25,0.7,1,40,16.8
acs-apm3432,38,26,420,361,4.4,11,24,167.2
acs-b349,28,23,329,193,10.2,11,55,285.6
acs-bh1329,1,1,3,2,1.1,3,21,1.1
acs-bh1449,1,1,1,1,6.9,1,414,6.9
acs-ccc,3,2,39,26,1.5,13,6,4.5
acs-courtrm,1,1,1,1,0.2,1,13,0.2
acs-csb115,29,17,164,106,4.0,5,47,116
acs-cseb220,11,3,14,12,1.0,1,58,11
acs-cseb250,1,1,6,5,4.5,6,45,4.5
acs-ebu2-127,2,1,3,3,0.0,1,2,0
acs-ebu2-203,29,25,242,158,7.6,8,56,220.4
acs-ebu2-205,23,8,83,59,4.1,3,81,94.3
acs-ebu2-239,32,20,214,134,4.5,6,45,144
acs-ebu2-311,3,2,6,2,0.0,2,1,0
acs-ebu2-315,4,4,51,28,11.5,12,57,46
acs-ebu2-330,15,15,57,52,6.2,3,123,93
acs-ebu2-333,3,3,6,4,5.0,2,148,15
acs-ebu2-335,13,12,36,34,4.8,2,143,62.4
acs-ebu2-339,1,1,5,2,4.5,5,53,4.5
acs-ebu3a161,21,13,88,63,3.8,4,56,79.8
acs-econ100,20,12,145,85,5.4,7,45,108
acs-econ304,19,12,164,39,7.3,8,54,138.7
acs-erc117,30,24,288,189,5.8,9,38,174
acs-gl1al,24,19,328,215,8.4,13,38,201.6
acs-gl1t,47,36,644,379,7.9,13,36,371.3
acs-gl2w,55,50,1282,798,13.0,23,33,715
acs-glbw,53,48,791,443,10.5,14,44,556.5
acs-hh1155,1,1,1,1,0.5,1,32,0.5
acs-hss6033,2,2,17,12,3.8,8,28,7.6
acs-irps,10,10,248,105,9.9,24,24,99
acs-may2544,1,1,1,1,1.1,1,69,1.1
acs-may2722,5,5,42,30,0.9,8,6,4.5
acs-may3543,1,1,4,3,0.1,4,2,0.1
acs-may3544,7,6,12,8,3.8,1,227,26.6
acs-may3574,4,2,4,4,2.3,1,139,9.2
acs-moms,3,3,171,113,3.0,57,3,9
acs-nsb1103a,2,1,3,3,0.1,1,4,0.2
acs-nsb1313a,5,4,8,1,9.4,1,566,47
acs-nsb2303,33,13,106,69,2.3,3,46,75.9
acs-nsb2311,1,1,1,1,2.5,1,153,2.5
acs-nsb2319,2,2,2,2,0.8,1,49,1.6
acs-osb10,1,1,2,2,0.2,2,7,0.2
acs-pch104,8,5,110,40,0.7,13,3,5.6
acs-rcl,1,1,139,113,9.0,139,3,9
acs-rh228,1,1,1,1,3.0,1,181,3
acs-rimac,3,3,77,61,13.4,25,32,40.2
acs-seq142,24,12,127,81,4.2,5,50,100.8
acs-sme143,50,49,744,263,17.5,14,74,875
acs-sungod,9,9,300,232,10.4,33,18,93.6
acs-treetop,12,12,268,195,13.6,22,37,163.2
acs-triton,27,26,1210,845,12.1,44,16,326.7
acs-usrsrvs,1,1,1,1,0.2,1,11,0.2
acs-va228,3,1,6,4,0.1,2,3,0.3
acs-va231,1,1,1,1,1.7,1,102,1.7
acs-vilb3w,2,2,187,142,9.0,93,5,18
acs-vilb4e,4,3,58,42,6.0,14,25,24
acs-wlh2211,15,13,104,78,10.1,6,100,151.5
acs-wlh2212,9,5,24,16,1.8,2,54,16.2
acs-wlh2213a,10,3,21,16,3.3,2,100,33
acs-wlh2214,5,4,50,33,9.7,10,58,48.5
acs-wlh2215,14,11,45,36,4.9,3,97,68.6
acs-wlh2216,5,4,17,12,2.8,3,55,14
acs-wlh2217a,3,3,10,3,0.7,3,14,2.1
acs-wlh2217c,4,3,17,12,3.2,4,48,12.8
acs-yh1146,1,1,1,1,0.5,1,27,0.5
acs-yh1150,1,1,1,1,10.0,1,600,10
acs-yh1322,1,1,1,1,2.8,1,169,2.8
acs-yh1344,3,2,4,1,8.8,1,526,26.4
acs-yh2332,1,1,3,2,7.4,3,147,7.4
acs-yh2410,7,6,47,36,10.5,6,104,73.5
acs-yh2432,7,7,56,27,7.3,8,54,51.1
acs-yh3020,16,4,24,21,0.9,1,51,14.4
acs-yh3136,1,1,6,3,0.7,6,7,0.7
acs-yh4124,11,10,13,12,2.5,1,148,27.5
