XP/Win7 usage for:  Sun Aug 31 00:00:00 2014
Lab,#Seats,Simul. Users,Tot#Sess,Tot#Users,Hours/Seat,Sess/Seat,Avg Minutes/Sess,Tot#Hours/Lab
ALL-VLAB,48,18,1163,309,10.8,24,26,518.4
ALL-XP,786,242,6834,2278,6.9,8,51,5423.4
acms-ga,48,18,1163,309,10.8,24,26,518.4
acs-apm3402,9,9,10,8,1.1,1,66,9.9
acs-apm3432,4,1,6,5,0.5,1,29,2
acs-b325,22,19,218,136,4.3,9,28,94.6
acs-bh1449,1,1,1,1,1.6,1,94,1.6
acs-bml,62,30,464,238,10.0,7,85,620
acs-bmlgl,4,4,71,36,11.0,17,38,44
acs-ccc,2,2,10,7,4.5,5,54,9
acs-cseb220,23,9,99,44,6.3,4,94,144.9
acs-cseb250,38,14,204,72,7.1,5,85,269.8
acs-cseb260,36,19,262,96,12.9,7,110,464.4
acs-cseb270,30,10,112,51,8.0,3,160,240
acs-ebu2-107,1,1,1,1,10.0,1,600,10
acs-ebu2-127,2,2,2,2,0.9,1,56,1.8
acs-ebu2-203,28,19,95,65,2.8,3,55,78.4
acs-ebu2-205,24,13,88,36,4.2,3,83,100.8
acs-ebu2-239,26,18,120,29,5.8,4,86,150.8
acs-ebu2-315,2,2,2,1,0.0,1,1,0
acs-ebu2-330,1,1,2,1,3.9,2,115,3.9
acs-ebu2-333,2,1,6,5,4.8,3,95,9.6
acs-ebu2-335,4,2,4,2,6.0,1,359,24
acs-ebu2-b035,1,1,1,1,0.2,1,13,0.2
acs-ebu3a161,10,4,19,5,0.8,1,49,8
acs-gl1e,80,50,1180,523,12.0,14,51,960
acs-gl1w,56,47,1004,517,17.3,17,61,968.8
acs-gl2095,9,4,9,5,2.1,1,123,18.9
acs-glb,36,11,73,53,1.9,2,57,68.4
acs-glbsw,24,14,204,106,9.9,8,74,237.6
acs-glbw,50,34,392,182,10.2,7,87,510
acs-hh1155,1,1,1,1,3.1,1,184,3.1
acs-hss6033,2,2,16,10,4.8,8,36,9.6
acs-irps,10,6,132,55,1.4,13,6,14
acs-may2544,15,15,110,55,8.7,7,74,130.5
acs-may3544,3,1,4,3,1.4,1,83,4.2
acs-may3574,2,2,12,2,30.9,6,308,61.8
acs-mgh2116,1,1,1,1,0.2,1,14,0.2
acs-nsb2303,24,24,46,35,0.7,1,44,16.8
acs-nsb2319,1,1,1,1,10.0,1,600,10
acs-osb10,1,1,2,2,0.1,2,2,0.1
acs-pch104,7,2,25,14,0.5,3,10,3.5
acs-pfbh108,1,1,1,1,0.1,1,4,0.1
acs-rh228,1,1,1,1,1.2,1,72,1.2
acs-seq142,2,1,2,2,0.2,1,10,0.4
acs-sme143,40,17,223,68,10.8,5,129,432
acs-ssb139,12,3,30,21,0.5,2,14,6
acs-treetop,12,10,165,99,9.3,13,42,111.6
acs-triton,2,2,68,61,2.4,34,4,4.8
acs-vilb3w,2,2,36,24,5.9,18,19,11.8
acs-vilb6e,4,4,122,64,15.8,30,31,63.2
acs-wlh2212,2,1,4,2,1.2,2,35,2.4
acs-wlh2216,1,1,1,1,1.6,1,99,1.6
acs-yh1146,1,1,1,1,10.0,1,600,10
acs-yh1344,1,1,2,1,0.1,2,2,0.1
acs-yh2332,1,1,1,1,2.8,1,167,2.8
acs-yh2410,1,1,1,1,0.6,1,33,0.6
acs-yh3136,1,1,4,1,0.2,4,3,0.2
