XP/Win7 usage for:  Sun Apr 12 00:00:00 2015
Lab,#Seats,Simul. Users,Tot#Sess,Tot#Users,Hours/Seat,Sess/Seat,Avg Minutes/Sess,Tot#Hours/Lab
ALL-VLAB,137,120,4922,1896,20.9,35,35,2863.3
ALL-XP,1106,550,35665,8559,9.8,32,18,10838.8
acms-ga,137,120,4922,1896,20.9,35,35,2863.3
acs-apm3402,26,24,85,58,2.9,3,58,75.4
acs-apm3432,42,14,403,216,2.5,9,16,105
acs-b349,28,26,674,413,19.1,24,47,534.8
acs-ccc,3,2,92,53,0.0,30,0,0
acs-courtrm,7,5,183,86,15.1,26,34,105.7
acs-csb115,30,30,136,107,3.7,4,56,111
acs-cseb220,27,13,161,29,14.6,5,175,394.2
acs-ebu2-127,2,2,9,6,3.0,4,45,6
acs-ebu2-203,32,31,592,300,16.3,18,54,521.6
acs-ebu2-205,26,18,457,254,13.3,17,47,345.8
acs-ebu2-239,32,25,806,352,13.5,25,32,432
acs-ebu2-311,2,2,2,2,1.9,1,116,3.8
acs-ebu2-312,1,1,4,3,4.2,4,63,4.2
acs-ebu2-315,6,6,231,102,6.0,38,9,36
acs-ebu2-328,1,1,4,2,15.3,4,229,15.3
acs-ebu2-330,16,15,159,125,15.5,9,103,248
acs-ebu2-333,3,2,18,10,5.6,6,55,16.8
acs-ebu2-335,13,13,136,108,18.9,10,113,245.7
acs-ebu2-339,2,2,6,5,1.3,3,26,2.6
acs-ebu2-b035,2,2,26,13,11.9,13,54,23.8
acs-ebu3a108,9,9,84,57,13.4,9,89,120.6
acs-ebu3a161,24,7,94,60,2.6,3,52,62.4
acs-econ100,20,14,301,154,8.5,15,33,170
acs-econ304,14,11,226,47,13.0,16,48,182
acs-erc117,30,30,932,632,15.7,31,30,471
acs-gl1al,25,20,731,384,18.6,29,38,465
acs-gl1t,47,38,1232,628,16.9,26,39,794.3
acs-gl1w,54,47,1367,693,19.4,25,46,1047.6
acs-gl2w,55,48,2596,1285,22.1,47,28,1215.5
acs-hh1155,1,1,1,1,0.3,1,21,0.3
acs-hss6033,2,2,29,13,4.2,14,17,8.4
acs-irps,10,9,214,99,6.8,21,19,68
acs-may2544,15,14,180,152,19.0,12,94,285
acs-may2722,6,6,129,94,6.2,21,17,37.2
acs-may3229,1,1,3,2,7.0,3,139,7
acs-may3543,1,1,5,4,2.5,5,29,2.5
acs-may3544,7,7,29,22,9.2,4,137,64.4
acs-may3574,9,9,42,26,11.4,4,171,102.6
acs-moms,3,3,363,251,0.0,121,0,0
acs-nsb1313a,5,5,9,1,16.1,1,964,80.5
acs-nsb2303,41,11,150,71,2.0,3,39,82
acs-nsb2319,2,2,3,2,1.2,1,73,2.4
acs-pch104,8,5,172,70,0.0,21,0,0
acs-rcl,1,1,173,141,0.0,173,0,0
acs-rh228,1,1,8,4,3.3,8,24,3.3
acs-rimac,3,3,159,125,14.2,53,16,42.6
acs-seq142,26,22,427,272,4.8,16,18,124.8
acs-sme143,49,41,1050,341,25.0,21,71,1225
acs-sme320,1,1,12,5,0.6,12,3,0.6
acs-sungod,9,8,10842,355,0.0,1204,0,0
acs-treetop,13,13,991,390,18.9,76,14,245.7
acs-triton,28,28,2469,1414,25.2,88,17,705.6
acs-usrsrvs,1,1,11,9,0.3,11,1,0.3
acs-va228,1,1,1,1,2.0,1,121,2
acs-va231,2,2,9,4,17.5,4,263,35
acs-vilb3w,1,1,131,105,12.2,131,5,12.2
acs-vilb4e,4,4,242,142,5.6,60,5,22.4
acs-wlh2211,14,14,146,100,13.5,10,80,189
acs-wlh2212,10,5,24,14,2.6,2,79,26
acs-wlh2213a,15,13,53,38,4.4,3,87,66
acs-wlh2214,5,5,106,60,19.8,21,56,99
acs-wlh2215,15,15,88,80,9.9,5,119,148.5
acs-wlh2216,5,5,77,47,21.9,15,87,109.5
acs-wlh2217a,8,5,42,17,8.6,5,102,68.8
acs-wlh2217c,5,5,53,38,19.4,10,116,97
acs-yh1146,2,1,5,3,1.8,2,54,3.6
acs-yh1322,1,1,1,1,10.0,1,600,10
acs-yh1344,2,2,7,3,16.6,3,332,33.2
acs-yh2310,1,1,13,7,28.4,13,130,28.4
acs-yh2332,1,1,19,8,2.7,19,8,2.7
acs-yh2410,7,7,118,45,35.9,16,134,251.3
acs-yh2432,7,7,116,39,29.8,16,111,208.6
acs-yh3020,24,9,86,27,3.4,3,68,81.6
acs-yh3136,1,1,14,12,1.4,14,5,1.4
acs-yh4124,16,16,174,22,0.2,10,1,3.2
