,lab,no_seats,simul_users,tot_no_sess,tot_no_users,hours_per_seat,sess_per_seat,avg_min_sess,tot_hrs_per_lab,date,type
2856,acs-gl1al,25,21,604,333,15.2,24,37,380.0,2015-01-18,Windows
2855,acs-erc117,30,29,680,434,10.2,22,27,306.0,2015-01-18,Windows
2854,acs-econ304,16,14,159,41,8.8,9,58,140.8,2015-01-18,Windows
2853,acs-econ100,20,19,377,209,12.6,18,42,252.0,2015-01-18,Windows
2852,acs-ebu3a161,25,12,124,75,2.9,4,42,72.5,2015-01-18,Windows
2851,acs-ebu3a108,10,10,30,30,1.9,3,37,19.0,2015-01-18,Windows
2850,acs-ebu2-b035,1,1,5,3,4.5,5,54,4.5,2015-01-18,Windows
2849,acs-ebu2-339,2,2,8,3,4.6,4,68,9.2,2015-01-18,Windows
2848,acs-ebu2-335,3,2,4,4,1.3,1,76,3.9,2015-01-18,Windows
2847,acs-ebu2-333,3,3,7,6,7.0,2,211,21.0,2015-01-18,Windows
2846,acs-ebu2-330,12,8,25,13,1.5,2,43,18.0,2015-01-18,Windows
2845,acs-ebu2-315,3,1,10,5,0.3,3,6,0.9,2015-01-18,Windows
2844,acs-ebu2-312,1,1,2,2,0.0,2,0,0.0,2015-01-18,Windows
2843,acs-ebu2-311,6,6,91,47,23.6,15,94,141.6,2015-01-18,Windows
2842,acs-ebu2-239,31,18,215,134,6.2,6,61,192.2,2015-01-18,Windows
2841,acs-ebu2-205,26,17,285,158,9.3,10,55,241.8,2015-01-18,Windows
2871,acs-nsb1313a,5,5,7,3,10.0,1,601,50.0,2015-01-18,Windows
2840,acs-ebu2-203,31,28,446,255,14.0,14,60,434.0,2015-01-18,Windows
2872,acs-nsb2303,35,10,120,72,2.3,3,45,80.5,2015-01-18,Windows
2874,acs-nsb2319,1,1,1,1,10.0,1,600,10.0,2015-01-18,Windows
2892,acs-wlh2214,5,5,97,63,21.9,19,69,109.5,2015-01-18,Windows
2893,acs-wlh2215,15,15,159,115,13.5,10,80,202.5,2015-01-18,Windows
2894,acs-wlh2216,5,4,38,27,10.0,7,86,50.0,2015-01-18,Windows
2895,acs-wlh2217a,10,10,120,59,13.0,12,65,130.0,2015-01-18,Windows
2896,acs-wlh2217c,4,4,33,24,13.8,8,103,55.2,2015-01-18,Windows
2897,acs-yh1146,6,2,6,6,5.2,1,313,31.2,2015-01-18,Windows
2898,acs-yh1150,1,1,2,1,20.0,2,600,20.0,2015-01-18,Windows
2899,acs-yh1344,3,2,8,4,0.3,2,8,0.9,2015-01-18,Windows
2900,acs-yh2310,1,1,18,6,0.6,18,1,0.6,2015-01-18,Windows
2901,acs-yh2332,1,1,5,2,14.1,5,169,14.1,2015-01-18,Windows
2889,acs-wlh2211,15,15,219,149,19.1,14,81,286.5,2015-01-18,Windows
2903,acs-yh2432,7,6,46,28,10.1,6,100,70.7,2015-01-18,Windows
2904,acs-yh3020,24,9,99,28,3.6,4,54,86.4,2015-01-18,Windows
2905,acs-yh3136,1,1,12,9,6.8,12,34,6.8,2015-01-18,Windows
2906,acs-yh4124,16,14,64,31,4.4,4,65,70.4,2015-01-18,Windows
2888,acs-vilb4e,4,4,154,79,11.4,38,18,45.6,2015-01-18,Windows
2887,acs-vilb3w,2,2,316,219,7.2,158,2,14.4,2015-01-18,Windows
2886,acs-va231,2,2,6,4,5.7,3,114,11.4,2015-01-18,Windows
2885,acs-va228,2,1,6,3,1.7,3,34,3.4,2015-01-18,Windows
2884,acs-usrsrvs,1,1,5,5,0.3,5,3,0.3,2015-01-18,Windows
2883,acs-triton,27,27,1885,1216,22.3,69,19,602.1,2015-01-18,Windows
2882,acs-treetop,13,12,1057,321,3.9,81,2,50.7,2015-01-18,Windows
2881,acs-sungod,9,9,491,363,27.5,54,30,247.5,2015-01-18,Windows
2880,acs-sme143,49,45,1058,367,27.8,21,79,1362.2,2015-01-18,Windows
2879,acs-seq142,25,23,284,185,4.3,11,23,107.5,2015-01-18,Windows
2878,acs-rimac,3,3,94,73,10.2,31,19,30.6,2015-01-18,Windows
2877,acs-rh228,1,1,8,5,1.7,8,12,1.7,2015-01-18,Windows
2876,acs-rcl,1,1,127,111,11.7,127,5,11.7,2015-01-18,Windows
2875,acs-pch104,7,6,156,64,3.9,22,10,27.3,2015-01-18,Windows
2873,acs-nsb2311,3,3,5,3,7.1,1,425,21.3,2015-01-18,Windows
2891,acs-wlh2213a,15,15,253,122,22.4,16,83,336.0,2015-01-18,Windows
2839,acs-ebu2-127,2,2,10,8,1.4,5,17,2.8,2015-01-18,Windows
2837,acs-ebu2-107,1,1,8,5,14.5,8,108,14.5,2015-01-18,Windows
2838,acs-ebu2-121,6,5,39,22,9.4,6,94,56.4,2015-01-18,Windows
525,acs-pch240,18,17,117,115,4.2,6,41,75.6,2015-01-18,Mac
524,acs-osb10,1,1,2,1,0.1,2,2,0.1,2015-01-18,Mac
523,acs-mgh2116,1,1,1,1,0.0,1,1,0.0,2015-01-18,Mac
522,acs-may4623,22,17,94,40,8.4,4,126,184.8,2015-01-18,Mac
521,acs-may2326,1,1,1,1,6.6,1,398,6.6,2015-01-18,Mac
520,acs-may2306,8,8,74,70,12.8,9,85,102.4,2015-01-18,Mac
519,acs-may2130,1,1,3,2,2.4,3,48,2.4,2015-01-18,Mac
518,acs-may2110,2,1,2,2,0.5,1,31,1.0,2015-01-18,Mac
517,acs-manb206,38,25,329,246,8.2,8,61,311.6,2015-01-18,Mac
516,acs-manb114,12,12,172,136,5.0,14,21,60.0,2015-01-18,Mac
515,acs-hss6033,1,1,11,4,7.6,11,41,7.6,2015-01-18,Mac
514,acs-gl1w,18,18,337,221,20.6,18,68,370.8,2015-01-18,Mac
513,acs-gh18b,10,5,41,33,1.4,4,21,14.0,2015-01-18,Mac
512,acs-cpmc207,1,1,1,1,10.0,1,600,10.0,2015-01-18,Mac
2890,acs-wlh2212,20,19,221,90,15.9,11,86,318.0,2015-01-18,Windows
510,acs-cpmc204,9,7,53,25,3.9,5,47,35.1,2015-01-18,Mac
511,acs-cpmc205,1,1,1,1,10.0,1,600,10.0,2015-01-18,Mac
2835,acs-cseb220,23,3,52,37,1.1,2,33,25.3,2015-01-18,Windows
2834,acs-csb115,21,8,53,32,2.2,2,67,46.2,2015-01-18,Windows
2833,acs-ccc,3,3,64,32,1.4,21,3,4.2,2015-01-18,Windows
2832,acs-bh1329,1,1,2,2,0.0,2,1,0.0,2015-01-18,Windows
2831,acs-b349,27,26,620,386,19.0,22,51,513.0,2015-01-18,Windows
2830,acs-apm3432,42,22,343,197,4.1,8,30,172.2,2015-01-18,Windows
2836,acs-cseb250,1,1,1,1,2.9,1,172,2.9,2015-01-18,Windows
2828,acms-ga,139,116,4558,1714,19.3,32,36,2682.7,2015-01-18,Windows
2827,ALL-XP,1091,524,21427,7811,10.9,19,34,11891.9,2015-01-18,Windows
2826,ALL-VLAB,139,116,4558,1714,19.3,32,36,2682.7,2015-01-18,Windows
507,ALL-MAC,249,93,2718,1733,7.2,10,43,1792.8,2015-01-18,Mac
508,acs-blb,5,4,42,27,15.9,8,119,79.5,2015-01-18,Mac
509,acs-cntr315,25,16,157,111,4.0,6,39,100.0,2015-01-18,Mac
2829,acs-apm3402,23,14,63,48,2.4,2,72,55.2,2015-01-18,Windows
556,acs-pch264,24,14,307,175,11.1,12,55,266.4,2015-01-25,Mac
557,acs-pch440,3,2,4,3,1.4,1,86,4.2,2015-01-25,Mac
558,acs-raza,8,7,126,77,4.7,15,18,37.6,2015-01-25,Mac
559,acs-rcl,1,1,179,138,16.1,179,5,16.1,2015-01-25,Mac
568,acs-york3070,26,24,51,50,2.0,1,118,52.0,2015-01-25,Mac
560,acs-rh228,3,2,14,8,1.4,4,20,4.2,2015-01-25,Mac
564,acs-vilb3w,2,2,172,134,9.2,86,6,18.4,2015-01-25,Mac
562,acs-sungod,9,9,471,343,24.9,52,28,224.1,2015-01-25,Mac
563,acs-va228,19,19,101,86,5.2,5,63,98.8,2015-01-25,Mac
565,acs-vilb4e,2,2,57,44,8.3,28,17,16.6,2015-01-25,Mac
566,acs-york1310,2,1,3,2,1.0,1,59,2.0,2015-01-25,Mac
567,acs-york3060,12,9,13,13,0.7,1,40,8.4,2015-01-25,Mac
555,acs-pch240,3,3,4,2,2.5,1,147,7.5,2015-01-25,Mac
561,acs-rimac,3,3,129,100,16.6,43,23,49.8,2015-01-25,Mac
554,acs-osb10,1,1,2,2,0.2,2,5,0.2,2015-01-25,Mac
546,acs-manb114,12,12,230,157,8.0,19,25,96.0,2015-01-25,Mac
552,acs-may4623,24,15,132,43,10.2,5,122,244.8,2015-01-25,Mac
2989,acs-yh4124,16,11,32,24,3.2,2,96,51.2,2015-01-25,Windows
538,acs-blb,5,5,69,44,20.6,13,95,103.0,2015-01-25,Mac
539,acs-cntr315,25,15,196,114,4.8,7,41,120.0,2015-01-25,Mac
540,acs-cpmc204,10,7,44,21,2.1,4,30,21.0,2015-01-25,Mac
541,acs-cpmc207,1,1,1,1,10.0,1,600,10.0,2015-01-25,Mac
542,acs-gh18a,3,2,6,4,0.2,2,5,0.6,2015-01-25,Mac
553,acs-mgh2116,1,1,2,2,0.1,2,1,0.1,2015-01-25,Mac
543,acs-gh18b,11,5,42,27,2.2,3,44,24.2,2015-01-25,Mac
545,acs-hss6033,1,1,13,5,10.2,13,47,10.2,2015-01-25,Mac
547,acs-manb206,38,27,348,255,10.2,9,68,387.6,2015-01-25,Mac
548,acs-may2110,8,6,42,42,3.9,5,47,31.2,2015-01-25,Mac
549,acs-may2130,1,1,5,3,1.4,5,16,1.4,2015-01-25,Mac
550,acs-may2306,6,6,63,63,12.6,10,75,75.6,2015-01-25,Mac
551,acs-may2326,1,1,1,1,0.2,1,14,0.2,2015-01-25,Mac
544,acs-gl1w,18,18,447,262,26.6,24,66,478.8,2015-01-25,Mac
537,ALL-MAC,283,110,3274,1914,8.2,11,44,2320.6,2015-01-25,Mac
2988,acs-yh3136,1,1,13,5,5.6,13,25,5.6,2015-01-25,Windows
2907,ALL-VLAB,116,87,4555,1514,23.9,39,36,2772.4,2015-01-25,Windows
2987,acs-yh3020,24,18,213,55,13.2,8,99,316.8,2015-01-25,Windows
2955,acs-nsb2311,4,3,5,5,5.9,1,356,23.6,2015-01-25,Windows
2954,acs-nsb2303,42,11,172,82,2.0,4,30,84.0,2015-01-25,Windows
2953,acs-nsb1313a,5,5,8,1,16.0,1,960,80.0,2015-01-25,Windows
2952,acs-nsb1103a,1,1,1,1,10.0,1,600,10.0,2015-01-25,Windows
2951,acs-moms,3,3,371,219,6.8,123,3,20.4,2015-01-25,Windows
2950,acs-mgh2116,1,1,2,1,0.0,2,0,0.0,2015-01-25,Windows
2949,acs-may3574,9,8,55,20,9.6,6,95,86.4,2015-01-25,Windows
2948,acs-may3544,7,3,35,15,1.1,5,12,7.7,2015-01-25,Windows
2947,acs-may3543,1,1,2,2,0.1,2,3,0.1,2015-01-25,Windows
2946,acs-may3229,2,1,2,1,0.0,1,1,0.0,2015-01-25,Windows
2986,acs-yh2432,7,7,118,40,29.2,16,109,204.4,2015-01-25,Windows
2945,acs-may2722,6,6,82,31,1.2,13,5,7.2,2015-01-25,Windows
2943,acs-irps,10,6,211,104,2.1,21,6,21.0,2015-01-25,Windows
2942,acs-hss6033,2,2,36,19,3.1,18,10,6.2,2015-01-25,Windows
2941,acs-hh1155,1,1,1,1,0.0,1,2,0.0,2015-01-25,Windows
2940,acs-gl2w,54,43,2446,1326,22.7,45,30,1225.8,2015-01-25,Windows
2939,acs-gl1w,54,41,1655,697,14.6,30,29,788.4,2015-01-25,Windows
2938,acs-gl1t,45,31,1320,672,13.0,29,26,585.0,2015-01-25,Windows
2937,acs-gl1al,22,19,746,387,20.2,33,36,444.4,2015-01-25,Windows
2936,acs-erc117,30,29,1079,345,8.7,35,14,261.0,2015-01-25,Windows
2935,acs-econ304,14,12,158,42,14.1,11,77,197.4,2015-01-25,Windows
2957,acs-osb10,1,1,4,3,0.2,4,3,0.2,2015-01-25,Windows
2933,acs-ebu3a161,23,10,206,115,5.0,8,37,115.0,2015-01-25,Windows
2944,acs-may2544,15,14,187,161,18.6,12,92,279.0,2015-01-25,Windows
2985,acs-yh2410,7,7,128,49,31.0,18,103,217.0,2015-01-25,Windows
2984,acs-yh2332,1,1,4,2,6.0,4,90,6.0,2015-01-25,Windows
2983,acs-yh2310,1,1,10,6,2.9,10,17,2.9,2015-01-25,Windows
2958,acs-pch104,8,5,201,68,1.3,25,3,10.4,2015-01-25,Windows
2959,acs-rcl,1,1,215,156,12.8,215,3,12.8,2015-01-25,Windows
2960,acs-rh228,1,1,13,7,4.4,13,20,4.4,2015-01-25,Windows
2961,acs-rimac,3,3,137,102,20.1,45,26,60.3,2015-01-25,Windows
2962,acs-seq142,25,17,281,138,5.2,11,28,130.0,2015-01-25,Windows
2963,acs-sme143,50,44,1117,349,26.4,22,72,1320.0,2015-01-25,Windows
2964,acs-sungod,9,9,555,381,29.3,61,28,263.7,2015-01-25,Windows
2965,acs-treetop,13,13,766,366,18.6,58,19,241.8,2015-01-25,Windows
2966,acs-triton,28,27,2295,1379,23.2,81,17,649.6,2015-01-25,Windows
2967,acs-usrsrvs,1,1,2,2,0.1,2,2,0.1,2015-01-25,Windows
2968,acs-va228,3,2,10,8,2.4,3,47,7.2,2015-01-25,Windows
2969,acs-va231,2,2,16,7,9.7,8,72,19.4,2015-01-25,Windows
2970,acs-vilb3w,2,2,384,253,7.8,192,2,15.6,2015-01-25,Windows
2971,acs-vilb4e,4,4,156,100,13.6,39,20,54.4,2015-01-25,Windows
2972,acs-wlh2211,15,15,291,233,27.8,19,87,417.0,2015-01-25,Windows
2973,acs-wlh2212,20,16,221,110,12.9,11,70,258.0,2015-01-25,Windows
2974,acs-wlh2213a,15,15,352,167,31.1,23,81,466.5,2015-01-25,Windows
2975,acs-wlh2214,5,5,160,122,37.0,32,69,185.0,2015-01-25,Windows
2976,acs-wlh2215,15,15,202,158,17.4,13,80,261.0,2015-01-25,Windows
2977,acs-wlh2216,5,5,131,69,17.7,26,40,88.5,2015-01-25,Windows
2978,acs-wlh2217a,10,10,109,60,12.6,10,75,126.0,2015-01-25,Windows
2979,acs-wlh2217c,4,4,86,45,15.1,21,43,60.4,2015-01-25,Windows
2980,acs-yh1146,5,3,6,4,9.3,1,556,46.5,2015-01-25,Windows
2981,acs-yh1322,3,3,4,2,10.0,1,602,30.0,2015-01-25,Windows
2982,acs-yh1344,7,7,17,7,9.5,2,283,66.5,2015-01-25,Windows
2932,acs-ebu3a108,10,8,44,42,1.8,4,26,18.0,2015-01-25,Windows
2931,acs-ebu2-b035,2,2,6,5,0.6,3,12,1.2,2015-01-25,Windows
2934,acs-econ100,20,10,266,143,6.7,13,30,134.0,2015-01-25,Windows
2929,acs-ebu2-333,2,2,5,4,14.8,2,444,29.6,2015-01-25,Windows
2908,ALL-XP,1082,481,25235,8280,12.5,23,32,13525.0,2015-01-25,Windows
2909,acms-ga,116,87,4555,1514,23.9,39,36,2772.4,2015-01-25,Windows
2910,acs-apm3402,23,15,81,59,2.4,3,48,55.2,2015-01-25,Windows
2911,acs-apm3432,40,23,732,572,5.7,18,19,228.0,2015-01-25,Windows
2912,acs-b349,28,24,596,336,18.5,21,52,518.0,2015-01-25,Windows
2913,acs-bh1309,1,1,1,1,0.3,1,19,0.3,2015-01-25,Windows
2914,acs-bh1329,1,1,4,2,0.7,4,10,0.7,2015-01-25,Windows
2930,acs-ebu2-339,2,2,11,7,29.4,5,353,58.8,2015-01-25,Windows
2915,acs-bh1413,1,1,2,2,0.3,2,9,0.3,2015-01-25,Windows
2916,acs-ccc,3,3,145,51,2.7,48,3,8.1,2015-01-25,Windows
2917,acs-csb115,23,8,68,51,1.8,2,53,41.4,2015-01-25,Windows
2956,acs-nsb2319,2,2,2,2,0.0,1,1,0.0,2015-01-25,Windows
2919,acs-ebu2-107,1,1,12,9,20.6,12,103,20.6,2015-01-25,Windows
2921,acs-ebu2-127,2,2,8,8,2.4,4,35,4.8,2015-01-25,Windows
2922,acs-ebu2-203,31,31,670,259,27.7,21,79,858.7,2015-01-25,Windows
2923,acs-ebu2-205,26,25,365,200,15.0,14,64,390.0,2015-01-25,Windows
2924,acs-ebu2-239,32,25,356,197,13.6,11,73,435.2,2015-01-25,Windows
2918,acs-cseb220,22,6,76,56,1.6,3,31,35.2,2015-01-25,Windows
2926,acs-ebu2-312,2,2,19,7,7.2,9,47,14.4,2015-01-25,Windows
2927,acs-ebu2-315,5,3,11,8,0.4,2,12,2.0,2015-01-25,Windows
2928,acs-ebu2-330,11,11,84,12,0.6,7,5,6.6,2015-01-25,Windows
2920,acs-ebu2-121,7,5,38,24,6.9,5,82,48.3,2015-01-25,Windows
2925,acs-ebu2-311,6,6,49,26,5.4,8,40,32.4,2015-01-25,Windows
2479,acs-va231,2,2,6,3,0.8,3,16,1.6,2015-02-01,Windows
2478,acs-va228,2,1,4,3,3.5,2,106,7.0,2015-02-01,Windows
2477,acs-usrsrvs,1,1,2,2,0.5,2,16,0.5,2015-02-01,Windows
2476,acs-triton,28,27,2848,1314,19.2,101,11,537.6,2015-02-01,Windows
2475,acs-treetop,13,13,674,337,22.4,51,26,291.2,2015-02-01,Windows
2474,acs-sungod,9,9,579,406,29.4,64,27,264.6,2015-02-01,Windows
2472,acs-seq142,25,20,339,192,10.5,13,48,262.5,2015-02-01,Windows
2471,acs-rimac,3,3,166,126,20.7,55,22,62.1,2015-02-01,Windows
2470,acs-rh228,1,1,6,4,0.6,6,5,0.6,2015-02-01,Windows
2480,acs-vilb3w,2,2,346,226,10.3,173,3,20.6,2015-02-01,Windows
2468,acs-pch104,8,4,172,66,1.3,21,3,10.4,2015-02-01,Windows
2467,acs-osb10,1,1,2,2,0.1,2,2,0.1,2015-02-01,Windows
2466,acs-nsb2311,1,1,2,2,0.1,2,3,0.1,2015-02-01,Windows
2473,acs-sme143,49,47,1042,368,24.5,21,70,1200.5,2015-02-01,Windows
2469,acs-rcl,1,1,163,135,12.0,163,4,12.0,2015-02-01,Windows
2482,acs-wlh2211,15,14,230,156,20.0,15,79,300.0,2015-02-01,Windows
2483,acs-wlh2212,20,20,271,117,17.9,13,82,358.0,2015-02-01,Windows
2498,acs-yh3136,1,1,13,9,14.8,13,68,14.8,2015-02-01,Windows
2497,acs-yh3020,20,15,72,33,5.1,3,102,102.0,2015-02-01,Windows
2496,acs-yh2432,7,7,75,32,18.5,10,111,129.5,2015-02-01,Windows
2495,acs-yh2410,7,7,97,46,18.1,13,83,126.7,2015-02-01,Windows
2494,acs-yh2332,1,1,3,3,8.1,3,162,8.1,2015-02-01,Windows
2493,acs-yh2310,1,1,6,3,16.6,6,165,16.6,2015-02-01,Windows
2492,acs-yh1344,3,2,8,4,12.3,2,368,36.9,2015-02-01,Windows
2491,acs-yh1322,1,1,1,1,10.0,1,600,10.0,2015-02-01,Windows
2490,acs-yh1146,1,1,2,2,0.4,2,13,0.4,2015-02-01,Windows
2489,acs-wlh2217c,5,4,69,36,16.4,13,75,82.0,2015-02-01,Windows
2499,acs-yh4124,16,11,29,26,3.6,1,213,57.6,2015-02-01,Windows
2463,acs-nsb1303a,1,1,1,1,10.0,1,600,10.0,2015-02-01,Windows
2462,acs-moms,3,3,341,211,6.3,113,3,18.9,2015-02-01,Windows
2461,acs-may3574,9,7,50,20,6.0,5,71,54.0,2015-02-01,Windows
2460,acs-may3544,6,4,33,12,1.4,5,17,8.4,2015-02-01,Windows
2459,acs-may3543,1,1,1,1,0.0,1,1,0.0,2015-02-01,Windows
2488,acs-wlh2217a,10,10,103,61,13.2,10,78,132.0,2015-02-01,Windows
2487,acs-wlh2216,5,5,125,54,15.4,25,36,77.0,2015-02-01,Windows
2486,acs-wlh2215,15,14,133,109,8.2,8,61,123.0,2015-02-01,Windows
2485,acs-wlh2214,5,5,131,89,26.8,26,61,134.0,2015-02-01,Windows
2484,acs-wlh2213a,15,15,159,107,8.4,10,50,126.0,2015-02-01,Windows
2481,acs-vilb4e,4,4,190,102,17.3,47,22,69.2,2015-02-01,Windows
2458,acs-may2722,6,5,63,38,0.7,10,3,4.2,2015-02-01,Windows
2434,acs-ebu2-121,6,6,36,29,9.0,6,89,54.0,2015-02-01,Windows
2456,acs-irps,10,5,215,101,1.8,21,5,18.0,2015-02-01,Windows
366,acs-osb10,1,1,6,4,2.9,6,29,2.9,2015-02-01,Mac
367,acs-pch240,18,18,186,169,6.0,10,36,108.0,2015-02-01,Mac
368,acs-pch264,24,13,352,198,12.3,14,52,295.2,2015-02-01,Mac
369,acs-pch440,18,15,70,19,8.2,3,164,147.6,2015-02-01,Mac
370,acs-raza,8,8,127,82,10.8,15,43,86.4,2015-02-01,Mac
371,acs-rcl,1,1,137,107,11.7,137,5,11.7,2015-02-01,Mac
365,acs-mgh2116,1,1,1,1,0.1,1,4,0.1,2015-02-01,Mac
372,acs-rh228,2,2,11,5,3.6,5,43,7.2,2015-02-01,Mac
374,acs-sungod,9,9,407,312,21.6,45,28,194.4,2015-02-01,Mac
375,acs-va228,19,11,86,58,3.6,4,53,68.4,2015-02-01,Mac
376,acs-vilb3w,2,2,223,179,11.2,111,6,22.4,2015-02-01,Mac
377,acs-vilb4e,2,2,94,66,4.9,47,6,9.8,2015-02-01,Mac
378,acs-york1310,2,1,3,2,0.5,1,29,1.0,2015-02-01,Mac
379,acs-york3060,24,23,77,73,4.3,3,86,103.2,2015-02-01,Mac
373,acs-rimac,3,3,133,98,23.9,44,32,71.7,2015-02-01,Mac
380,acs-york3070,28,25,131,125,5.1,4,77,142.8,2015-02-01,Mac
364,acs-may4623,24,10,90,38,6.2,3,123,148.8,2015-02-01,Mac
362,acs-may2306,6,6,65,65,6.6,10,39,39.6,2015-02-01,Mac
348,ALL-MAC,318,142,3641,2247,7.8,11,42,2480.4,2015-02-01,Mac
349,acs-blb,5,5,68,35,17.4,13,80,87.0,2015-02-01,Mac
350,acs-cntr315,25,20,296,217,5.9,11,32,147.5,2015-02-01,Mac
351,acs-cpmc201,1,1,1,1,10.0,1,600,10.0,2015-02-01,Mac
352,acs-cpmc204,10,7,52,28,4.6,5,55,46.0,2015-02-01,Mac
353,acs-cpmc205,1,1,1,1,10.0,1,600,10.0,2015-02-01,Mac
363,acs-may2326,1,1,2,2,0.0,2,0,0.0,2015-02-01,Mac
354,acs-gh18a,2,1,3,2,0.2,1,12,0.4,2015-02-01,Mac
356,acs-gl1w,18,18,454,285,23.5,25,56,423.0,2015-02-01,Mac
357,acs-hss6033,1,1,11,6,0.7,11,3,0.7,2015-02-01,Mac
358,acs-manb114,12,12,212,157,9.7,17,34,116.4,2015-02-01,Mac
359,acs-manb206,35,24,265,208,7.1,7,61,248.5,2015-02-01,Mac
360,acs-may2110,2,1,3,3,0.8,1,50,1.6,2015-02-01,Mac
361,acs-may2130,1,1,3,2,0.5,3,9,0.5,2015-02-01,Mac
355,acs-gh18b,12,9,71,51,4.7,5,56,56.4,2015-02-01,Mac
2420,ALL-VLAB,137,111,4557,1586,21.9,33,39,3000.3,2015-02-01,Windows
2421,ALL-XP,1064,492,23529,7854,12.3,22,33,13087.2,2015-02-01,Windows
2422,acms-ga,137,111,4557,1586,21.9,33,39,3000.3,2015-02-01,Windows
2442,acs-ebu2-330,9,8,9,9,1.6,1,94,14.4,2015-02-01,Windows
2443,acs-ebu2-333,1,1,6,4,2.2,6,22,2.2,2015-02-01,Windows
2444,acs-ebu2-339,2,2,12,7,7.5,6,74,15.0,2015-02-01,Windows
2445,acs-ebu2-b035,2,2,6,5,6.1,3,121,12.2,2015-02-01,Windows
2446,acs-ebu3a108,10,10,132,53,4.1,13,19,41.0,2015-02-01,Windows
2447,acs-ebu3a161,27,11,176,81,4.2,6,41,113.4,2015-02-01,Windows
2441,acs-ebu2-315,3,2,5,4,7.2,1,430,21.6,2015-02-01,Windows
2448,acs-econ100,20,13,341,204,7.5,17,26,150.0,2015-02-01,Windows
2450,acs-erc117,30,22,626,319,11.1,20,33,333.0,2015-02-01,Windows
2451,acs-gl1al,22,18,631,353,18.9,28,40,415.8,2015-02-01,Windows
2452,acs-gl1t,44,30,1350,680,13.9,30,27,611.6,2015-02-01,Windows
2453,acs-gl1w,53,43,1350,693,22.1,25,53,1171.3,2015-02-01,Windows
2454,acs-gl2w,53,42,2258,1254,21.3,42,30,1128.9,2015-02-01,Windows
2455,acs-hss6033,2,2,27,14,2.2,13,10,4.4,2015-02-01,Windows
2449,acs-econ304,13,10,134,44,11.6,10,69,150.8,2015-02-01,Windows
2440,acs-ebu2-312,2,2,28,10,12.8,14,54,25.6,2015-02-01,Windows
2439,acs-ebu2-311,5,5,20,15,4.4,4,66,22.0,2015-02-01,Windows
2438,acs-ebu2-239,32,23,351,152,9.5,10,57,304.0,2015-02-01,Windows
2423,acs-apm3402,26,16,139,102,3.3,5,40,85.8,2015-02-01,Windows
2424,acs-apm3432,40,16,369,167,3.3,9,21,132.0,2015-02-01,Windows
2425,acs-b349,28,26,709,391,18.5,25,44,518.0,2015-02-01,Windows
2426,acs-bh1309,1,1,1,1,10.0,1,600,10.0,2015-02-01,Windows
2427,acs-bh1329,1,1,2,2,0.0,2,1,0.0,2015-02-01,Windows
2428,acs-bh1413,1,1,1,1,0.6,1,33,0.6,2015-02-01,Windows
2429,acs-bh1449,1,1,5,4,10.4,5,125,10.4,2015-02-01,Windows
2430,acs-ccc,3,3,99,48,2.2,33,4,6.6,2015-02-01,Windows
2431,acs-csb115,21,9,60,43,2.3,2,68,48.3,2015-02-01,Windows
2432,acs-cseb220,16,4,59,45,2.4,3,48,38.4,2015-02-01,Windows
2433,acs-ebu2-107,1,1,9,6,5.7,9,37,5.7,2015-02-01,Windows
2464,acs-nsb1313a,5,3,18,2,15.1,3,301,75.5,2015-02-01,Windows
2435,acs-ebu2-127,2,2,6,6,2.0,3,39,4.0,2015-02-01,Windows
2436,acs-ebu2-203,31,28,601,243,23.0,19,72,713.0,2015-02-01,Windows
2437,acs-ebu2-205,26,25,386,203,13.6,14,58,353.6,2015-02-01,Windows
2457,acs-may2544,15,11,73,53,3.2,4,48,48.0,2015-02-01,Windows
2465,acs-nsb2303,39,9,165,84,1.9,4,28,74.1,2015-02-01,Windows
2672,acs-bh1309,1,1,2,2,1.7,2,51,1.7,2015-02-08,Windows
2682,acs-ebu2-203,32,29,489,227,17.9,15,71,572.8,2015-02-08,Windows
2719,acs-seq142,26,24,523,206,8.8,20,26,228.8,2015-02-08,Windows
2718,acs-rimac,3,3,154,115,22.3,51,26,66.9,2015-02-08,Windows
2717,acs-rh228,1,1,14,5,8.8,14,37,8.8,2015-02-08,Windows
2716,acs-rcl,1,1,137,118,8.0,137,3,8.0,2015-02-08,Windows
2715,acs-pch104,8,3,187,62,1.1,23,2,8.8,2015-02-08,Windows
2714,acs-osb10,1,1,3,2,0.1,3,2,0.1,2015-02-08,Windows
2713,acs-nsb2319,1,1,1,1,0.0,1,1,0.0,2015-02-08,Windows
2712,acs-nsb2311,1,1,1,1,10.0,1,600,10.0,2015-02-08,Windows
2711,acs-nsb2303,41,10,155,83,2.1,3,41,86.1,2015-02-08,Windows
2710,acs-nsb1313a,5,5,7,1,14.0,1,840,70.0,2015-02-08,Windows
2720,acs-sme143,50,45,1001,330,19.5,20,58,975.0,2015-02-08,Windows
2709,acs-moms,3,3,390,241,7.4,130,3,22.2,2015-02-08,Windows
2707,acs-may3544,6,3,25,11,2.5,4,37,15.0,2015-02-08,Windows
2706,acs-may2722,5,3,24,16,2.6,4,39,13.0,2015-02-08,Windows
2705,acs-may2544,15,15,190,155,17.7,12,88,265.5,2015-02-08,Windows
2704,acs-irps,10,6,223,102,1.4,22,3,14.0,2015-02-08,Windows
